ROL_SII;NOMBRE;COMUNA;REGION;LAT;LON
"348-45";"EL COBRE 285 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04189397916784";"-71.4277693598353"
"862-221";"RIO MAULE 224 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04590029577762";"-71.3442363491847"
"801-407";"SAN DIEGO 2310 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.03113978110083";"-71.39253131083953"
"SIN ROL";"SEXTA SIN NUMERO INTERIOR LOTE A-35 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04208851252954";"-71.36269106079175"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-29 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.041914261783184";"-71.36034365248427"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-22 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04168983268713";"-71.35758430658987"
"165-41";"LIMA 505 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.0369297929791";"-71.37127239875745"
"313-957";"RIQUELME SIN NUMERO LOTE A-13 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.041498927894395";"-71.35517630905166"
"907-11";"LOS EUCALIPTUS COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.051461289814405";"-71.38513402841541"
"336-3";"ANIBAL PINTO SIN NUMERO MANZANA 9-A LOTE 1 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.05217543779065";"-71.35930993985508"
"93-2";"LONDRES 773 AL 785 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.041824773721245";"-71.37451890456454"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-31 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04197354457567";"-71.36104100078185"
"800-204";"CRISOL NUMERO 120 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04138706240873";"-71.39727802542156"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-32 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.0420159029774";"-71.36140477888598"
"543-11";"BAQUEDANO 304 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.03945734666909";"-71.35089144836417"
"550-25";"BAQUEDANO NUMERO 1090 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.043521873283346";"-71.36299084020908"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-28 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04188278398942";"-71.35993534787718"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-18 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04160989305461";"-71.3567857708397"
"70-2";"CONCEPCION 1040 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04217001033893";"-71.37775594229618"
"SIN ROL";"BAQUEDANO 756 INTERIOR LOTE A-23 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.041743703767786";"-71.35835673875464"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR PARTE LOTE A-22 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04169713290299";"-71.35782985218495"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-17 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04158530204955";"-71.3564078167087"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-34 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.042095622939435";"-71.3622737560337"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-33 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04205765585503";"-71.36182720953425"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR PARTE LOTE A-22 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.041694988597875";"-71.35747119070525"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-19 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.041666586085455";"-71.35729649187155"
"429-20";"EL PUENTE 2140 MANZANA 9 SITIO 6 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.06374345596158";"-71.36823281019261"
"229-8";"BAQUEDANO 1151 Y VICTORIA 50 LOTE 1-A 1-B 1-C COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04506255254528";"-71.36396437992985"
"SIN ROL";"QUINTA Y SEXTA SIN NUMERO LOTE A-37, A-38, A-39, A-40, A-41 Y A-42 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04223918183968";"-71.36372350364466"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR PARTE LOTA-16 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04173431337432";"-71.35621605078371"
"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-21 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.04180823912048";"-71.35743169908733"
"229-8";"BAQUEDANO 1151 LOTE 2 COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.044160460195954";"-71.36359098758726"
"3063-1";"CARCEL 491 LOTE 3A COMUNA VALPARAISO";"VALPARAISO";"05- REGION DE VALPARAÍSO";"-33.04639736810542";"-71.6275248840052"
"3063-3";"CARCEL 491 LOTE 3B COMUNA VALPARAISO";"VALPARAISO";"05- REGION DE VALPARAÍSO";"-33.046835258478296";"-71.6282261752269"
"3063-2";"CARCEL 491 LOTE 2 COMUNA VALPARAISO";"VALPARAISO";"05- REGION DE VALPARAÍSO";"-33.04582467911832";"-71.62705983095097"
"SIN ROL";"STRAUSS SIN NUMERO COMUNA VILLA ALEMANA";"VILLA ALEMANA";"05- REGION DE VALPARAÍSO";"-33.03682878909382";"-71.39432973900782"
"3110-5";"ALEMANIA NUMERO 5801 LOTE A COMUNA VALPARAISO";"VALPARAISO";"05- REGION DE VALPARAÍSO";"-33.05061312631657";"-71.62845369268797"
"3110-29";"CORNELIO GUZMAN SIN NUMERO LOITE B COMUNA VALPARAISO";"VALPARAISO";"05- REGION DE VALPARAÍSO";"-33.05023696330236";"-71.62864685149223"
"541-10";"ALBERTO HURTADO 434 LOTE N-1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.83107873095564";"-73.05976522037066"
"4133-4";"PATRIA NUEVA 404 COMUNA HUALPEN";"HUALPEN";"08- REGION DEL BIOBIO";"-36.79156867462366";"-73.09156376241823"
"5318-21";"COLON 9922 CERRO VERDE COMUNA HUALPEN";"HUALPEN";"08- REGION DEL BIOBIO";"-36.80715633945677";"-73.08087436492838"
"4868-18";"SUIZA 2310 COMUNA HUALPEN";"HUALPEN";"08- REGION DEL BIOBIO";"-36.77815351433573";"-73.10959545650158"
"5260-3";"HUNGRIA 2899 SITIOS 1 2 Y 3 COMUNA HUALPEN";"HUALPEN";"08- REGION DEL BIOBIO";"-36.78460558890786";"-73.11568251377123"
"5012-3";"GRAN BRETANA ESQUINA YOGOSLAVIA COMUNA HUALPEN";"HUALPEN";"08- REGION DEL BIOBIO";"-36.78176907723037";"-73.11195323618523"
"6056-45";"PATRIA NUEVA 1105 COMUNA HUALPEN";"HUALPEN";"08- REGION DEL BIOBIO";"-36.79212012905445";"-73.1003282768137"
"1425-2";"CAMINO PUBLICO DE CONCEPCION A CHIGUAYANTE COMUNA CHIGUAYANTE";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.869667663037646";"-73.04315358617868"
"2984-3";"BERGANTIN ARAUCO MANZANA SITIO 2 COMUNA CHIGUAYANTE";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.92934849944222";"-73.02742716628764"
"SIN ROL";"BILBAO 2222 LOTE A-4 POBLACION LOS BOLDOS COMUNA CHIGUAYANTE";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.911492657587836";"-73.03512013730231"
"1386-7";"FRANCISCO ENCINA 2662 LOTE 16 COMUNA CHIGUAYANTE";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.86462505204671";"-73.0423138181282"
"1425-2";"CAMINO PUBLICO DE CONCEPCION A CHIGUAYANTE KILOMETRO 66 AL 67 FFCC DE SAN ROSENDO A CONCEPCIO";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.8650287670777";"-73.04640963692162"
"2779-1";"LA MARINA 519 COMUNA CHIGUAYANTE";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.926168719146474";"-73.02965482386675"
"2984-3";"BERGANTIN ARAUCO MANZANA SITIO 1 COMUNA CHIGUAYANTE";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.929420786374024";"-73.0276972989741"
"1425-2";"CAMINO PUBLICO CONCEPCION A CHIGUAYANTE KILOMETRO 66 AL 67 FFCC DE SAN ROSENDO A CONCEPCION M";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.8644606372174";"-73.0453039005182"
"2779-3";"CHIGUAY 543 COMUNA CHIGUAYANTE";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.92621040151048";"-73.02904706938865"
"SIN ROL";"BILBAO 2216 LOTE A-3 POBLACION LOS BOLDOS COMUNA CHIGUAYANTE";"CHIGUAYANTE";"08- REGION DEL BIOBIO";"-36.911518580164525";"-73.03499042495365"
"12016-1";"PEDRO AGUIRRE CERDA 680 SAN PEDRO VIEJO COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.839042084597814";"-73.08629354843859"
"13062-2";"CALLE EJERCITO 895 ESQUINA PASAJE CAPITAN TRIZANO COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.82724995440356";"-73.12650067075515"
"13096-21";"LOS TULIPANES 978 MANZANA C LOTE 21 COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.824323954666504";"-73.1329956313531"
"52-45";"PAICAVI 33 PISO 3 DEPARTAMENTO 313 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82753647453199";"-73.03969867935592"
"3272-20";"LOS SAUCES ESQUINA PACES DE QUILIN VILLA SAN PEDRO COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.843064290097246";"-73.10276482669681"
"12428-2";"LOS MAQUIS 60 LOTE 3 COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.84239310335935";"-73.11420411480695"
"140-70";"DIAGONAL PEDRO AGUIRRE CERDA 1090 DEPARTAMENTO 302 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.825973921220715";"-73.04409755892345"
"12680-1";"LAS VIOLETAS ESQUINA ENRIQUE SORO COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.832973333559394";"-73.10162291400545"
"12738-2";"PASAJE LAS TORCAZAS 2060 BARRIO CANDELARIA COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.83606490244693";"-73.11993097084208"
"14948-17";"CALLE UNO 140 MANZANA C LOTE 1 FUNDO SAN FELIPE COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.83396035292965";"-73.13571342852131"
"12681-1";"CALLE LOS PENSAMIENTOS MANZANA LOTE 1 Y 2 COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.83270429140929";"-73.09860690349633"
"570-25";"TUCAPEL 1252 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.816996612863605";"-73.05054653650028"
"12016-1";"PASAJE SARGENTO ALDEA 918 ESQUINA PASAJE LAS TORRES COMUNA SAN PEDRO DE LA PAZ";"SAN PEDRO DE LA PAZ";"08- REGION DEL BIOBIO";"-36.82668993842485";"-73.126884299619"
"249-31";"MAIPU 1973 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.81786760147538";"-73.03496589065567"
"52-44";"PAICAVI 33 PISO 3 DEPARTAMENTO 312 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82753647453199";"-73.03969867935592"
"177-280";"ANIBAL PINTO 450 LOTE 40 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826622568547535";"-73.04895882739676"
"177-12";"ANIBAL PINTO 450 PISO ENTREPISO LOTE 14 PISO 1 LOTE 14 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82698091025487";"-73.04928744668314"
"321-292";"SALTO DEL LAJA SIN NUMERO COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82974646299706";"-73.00640089202295"
"6481-21";"CALLE FRAY JUAN SALGUERO 209 (EX PASAJE ONCE 289) COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.793776205654304";"-73.0377644721332"
"544-0001";"CAMILO HENRIQUEZ 2505 (EX-505) COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.80926861573301";"-73.03467307117327"
"190-6";"JUAN BOSCO 2026 LOTE 1A2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.81827247560608";"-73.03320121599661"
"177-229";"ANIBAL PINTO 450 LOTE 48 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.8266908699616";"-73.04907381980156"
"177-292";"ANIBAL PINTO 450 LOTE 66 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82652787811927";"-73.04873202324292"
"140-68";"DIAGONAL PEDRO AGUIRRE CERDA 1068 DEPARTAMENTO 504 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.825973215884545";"-73.04409695380495"
"4031-81";"PROVIDENCIA 279 MANZANA PARCELA 22 SITIO 80 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.83840349528729";"-73.0073271103568"
"101-14";"SAN MARTIN 1062 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82659426943065";"-73.04386940578867"
"1176-19";"GABRIELA MISTRAL LOTE A COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.84522578521493";"-73.05522640152424"
"150-0010";"VALENTIN LETELIER 359 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82226035308401";"-73.0357855540103"
"1305-195";"AVENIDA LAGUNA REDONDA 2310 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.81003267456768";"-73.06689937661207"
"321-291";"TOLTEN 47 VALLE NONGUEN COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82942692412141";"-73.00700950272841"
"SIN ROL";"DIAGONAL PEDRO AGUIRRE CERDA 1150 MANZANA 868 LOTE 22 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82634142874591";"-73.04241579959783"
"95-1";"RENGO 240 LOTE 1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82985290059597";"-73.05005890420311"
"137-71 Y 137-72";"OHIGGINS 740 SUBTERRANEO 1 Y SUBTERRANEO 2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82737237834482";"-73.04847731069277"
"143-0002";"SAN MARTIN 1207 DEPARTAMENTO 2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.825275164335665";"-73.04197785477197"
"140-68";"DIAGONAL PEDRO AGUIRRE CERDA 1090 DEPARTAMENTO 202 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82597374585291";"-73.0440970184309"
"SIN ROL";"JUAN DE VASCONES ESQUINA FRAY JUAN CASTILLO POBLACION TENIENTE MERINO 2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.79124408055608";"-73.03981108736825"
"177-258";"ANIBAL PINTO 450 LOTE 3 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82679947283951";"-73.04938260143813"
"541-9";"ALBERTO HURTADO 422 LOTE N-2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.83135005621558";"-73.05958853103483"
"177-269";"ANIBAL PINTO 450 LOTE 14 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82671724813912";"-73.0491856374514"
"177-222";"ANIBAL PINTO 450 LOTE 26 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82675566239386";"-73.04922901215915"
"177-272";"ANIBAL PINTO 450 LOTE 32 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82668236058551";"-73.04910207656552"
"177-289";"ANIBAL PINTO 450 LOTE 63 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.8265503048615";"-73.04878572626689"
"177-254";"ANIBAL PINTO 450 LOTE 86 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826491536945966";"-73.04859630418937"
"177-260";"ANIBAL PINTO 450 LOTE 5 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82678450339031";"-73.04934681821831"
"238-44";"FREIRE 877 AL 899 LOTE 34 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82293132998133";"-73.04595496163019"
"244-29";"JANEQUEO 696 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82056208218145";"-73.04191346421605"
"177-240";"ANIBAL PINTO 450 LOTE 59 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82660865364114";"-73.04887685920163"
"651-23";"VICUNA MACKENNA 1130 BARRIO NORTE COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.81321319737219";"-73.05130064461439"
"177-246";"ANIBAL PINTO 450 LOTE 78 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82655133625075";"-73.04873959313683"
"177-209";"ANIBAL PINTO 450 LOTE 87 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82666264676947";"-73.04917169181377"
"177-252";"ANIBAL PINTO 450 LOTE 84 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82650649835409";"-73.04863214356578"
"177-247";"ANIBAL PINTO 450 LOTE 79 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82654386849428";"-73.04872168474769"
"177-187";"ANIBAL PINTO 450 LOTE 90 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82660735789321";"-73.04905141808842"
"177-15";"ANIBAL PINTO 450 LOTE 91 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82658222483863";"-73.04897418668652"
"177-243";"ANIBAL PINTO 450 LOTE 75 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826573770637545";"-73.04879330349728"
"100-0021";"COCHRANE 953 DEPARTAMENTO 12 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82791439093196";"-73.04495107534875"
"177-308";"ANIBAL PINTO 450 LOTE 25 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826763142954654";"-73.04924693205024"
"177-22";"ANIBAL PINTO 450 LOTE 100 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826392718459815";"-73.0485159730783"
"177-3";"OHIGGINS 749 PISO 1 LOTE 21 PISO 2 LOTE 21 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82686849343104";"-73.04875779009076"
"436-20";"JUAN MIGUEL GARCIA 260 LOTE 27 Y 29 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.80850796181579";"-73.0307389604166"
"145-23";"JANEQUEO 354 AL 360 LOTES 1A-1B-1C COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82394412544672";"-73.03974810867088"
"177-271";"ANIBAL PINTO 450 LOTE 31 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82668983844808";"-73.04911997237026"
"177-286";"ANIBAL PINTO 450 LOTE 89 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82663061347601";"-73.04910712708157"
"177-262";"ANIBAL PINTO 450 LOCAL 7 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82676957895287";"-73.0493109961555"
"177-276";"ANIBAL PINTO 450 LOTE 36 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826652458039675";"-73.04903045567178"
"177-1";"ANIBAL PINTO 402 PISO LOTE 19 PISO 1 Y ENTREPISO COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.827150884640574";"-73.04918852313075"
"177-295";"ANIBAL PINTO 450 LOTE 69 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82596543036027";"-73.04793480005094"
"177-210";"ANIBAL PINTO 450 LOTE 88 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826651430968724";"-73.04914483381697"
"572-0001";"MARTINEZ DE ROZAS 201 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.823257466635965";"-73.05908760166382"
"177-293";"ANIBAL PINTO 450 LOTE 67 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826520409639144";"-73.04871411341556"
"1360-27";"PASAJE C 2022 POBLACION TENIENTE MERINO I COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.80501563836419";"-73.03977932335302"
"177-312";"ANIBAL PINTO 450 LOTE 4 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826632978475004";"-73.04925176958375"
"177-282";"ANIBAL PINTO 450 LOTE 42 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82660761391354";"-73.0489230092452"
"177-300";"ANIBAL PINTO 450 LOTE 17 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82682293781499";"-73.04939017116331"
"177-310";"ANIBAL PINTO 450 LOTE 4 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826791985903924";"-73.04936468943062"
"177-275";"ANIBAL PINTO 450 LOTE 35 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82665992427439";"-73.04904836422452"
"177-265";"ANIBAL PINTO 450 LOTE 10 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82674715318379";"-73.04925726888582"
"177-23";"ANIBAL PINTO 450 LOTE 101 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826376074529705";"-73.04846346508705"
"177-268";"ANIBAL PINTO 450 LOTE 13 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82672472318068";"-73.0492035437645"
"177-306";"ANIBAL PINTO 450 LOTE 23 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82677808667073";"-73.04928272402678"
"177-301";"ANIBAL PINTO 450 LOTE 18 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82681546820925";"-73.04937227775838"
"177-270";"ANIBAL PINTO 450 LOTE 15 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826709761895955";"-73.04916770447593"
"177-294";"ANIBAL PINTO 450 LOTE 68 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82651293463749";"-73.04869620697022"
"177-263";"ANIBAL PINTO 450 LOTE 8 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.8267621040745";"-73.04929308979834"
"177-264";"ANIBAL PINTO 450 LOTE 9 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82675462907284";"-73.04927518335299"
"177-242";"ANIBAL PINTO 450 LOTE 74 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82658124890828";"-73.04881119958876"
"177-17";"ANIBAL PINTO 450 LOTE 93 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82650375990949";"-73.04878841374709"
"21330-1";"CAMINO PUBLICO DE CONCEPCION A PENCO LOTE B2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.807177941090444";"-73.02274746850213"
"401-6";"LAS HERAS 171-177 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82473643499967";"-73.05940612885826"
"321-145";"SALTO DEL LAJA 860 LOTE E-3 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.83032841438279";"-73.00636861512795"
"143-0002";"SAN MARTIN 1207 DEPARTAMENTO 1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82527516441633";"-73.04197785473711"
"143-0001";"SAN MARTIN 1201 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.8253368818133";"-73.04212258078957"
"102-55";"DIAGONAL PEDRO AGUIRRE CERDA 1150 DEPARTAMENTO 402 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82634142874591";"-73.04241579959783"
"177-274";"ANIBAL PINTO 450 LOTE 34 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82666739690127";"-73.04906625984988"
"177-303";"ANIBAL PINTO 450 LOTE 20 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82680049359786";"-73.04933646405655"
