ROL_SII;NOMBRE;COMUNA;REGION;LAT;LON
"3614-16";"SALVADOR GUTIERREZ 4231 COMUNA QUINTA NORMAL";"QUINTA NORMAL";"13- REGION METROPOLITANA";"-33.42667061960265";"-70.69161498926425"
"593-22";"SANTA ROSA 460 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.450109717103956";"-70.64408981059711"
"5217-1";"PINTOR MURILLO 5359 - 5369 COMUNA SAN JOAQUIN";"SAN JOAQUIN";"13- REGION METROPOLITANA";"-33.50563997245354";"-70.63001657647268"
"97-506";"HUERFANOS 620 - 628 ESTACIONAMIENTO 242 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924108532776";"-70.64584302166648"
"7286-5";"PASAJE TANCREDO PINOCHET 0850 COMUNA LA PINTANA";"LA PINTANA";"13- REGION METROPOLITANA";"-33.582141785811494";"-70.6535476166731"
"227-146";"ISMAEL VALDES VERGARA 820 DEPARTAMENTO 32 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43394288083684";"-70.64922688753848"
"1357-1";"MANUEL DE AMATT 2940 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.468912253431576";"-70.67360982963673"
"154-97";"SAN ANTONIO 427 PISO 8 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.4378157777084";"-70.64820061656303"
"NO TIENE";"NATANIEL 439 - 441 - 449 - 453 - 457 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45162043793542";"-70.65315969204656"
"478-33";"ROMERO 3226 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.448549885558656";"-70.67836655689096"
"2833-2";"SANTA ELENA 905 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.453734309210404";"-70.63207523097076"
"9714-25";"LOS VERDULEROS 5754 MANZANA 8 C SITIO 142 COMUNA PENALOLEN";"PENALOLEN";"13- REGION METROPOLITANA";"-33.5066458012514";"-70.56516751760141"
"2835-9";"SAN CAMILO 959 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45456033052327";"-70.63284025522175"
"97-508";"HUERFANOS 620 - 628 ESTACIONAMIENTO 244 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924108532776";"-70.64584302166648"
"3085-25";"ROBERTO ESPINOZA 1270 AL 1272 - 1256 AL 1260 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.462212865959415";"-70.65189150525755"
"198-2";"JOSE MIGUEL DE LA BARRA 650 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43529419470791";"-70.64359410315697"
"161-150";"MORANDE 450 Y 482 Y CATEDRAL 1236 AL 1252 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43796995939844";"-70.65433636445934"
"97-258";"HUERFANOS 620 - 628 OFICINA 82 PISO 8 Y MEDIO COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924108532776";"-70.64584302166648"
"556-8";"REPUBLICA 97 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44992343420006";"-70.66843081664365"
"855-21";"ESPANA 520 AL 524 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.455237396119315";"-70.66857093104204"
"1086-32 a 1086-37 1086-75 a 1086-90";"BERNARDO OHIGGINS 232 BERNARDO OHIGGINS 280 CHAPA A COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43931050532549";"-70.63868509863832"
"303-63";"RENACA 11 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.4378231901113";"-70.6354446778932"
"503-18";"JOSE SANTIAGO MONTT 258 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.450495932148435";"-70.66269804887678"
"785-5";"UNION AMERICANA 255 - 257 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45305252052328";"-70.67365959856677"
"97-97";"MAC IVER 283 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.439365067984";"-70.64662152549131"
"36-8";"TEATINOS 78 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44313011308954";"-70.65465810725952"
"36-10";"MONEDA 1326 LOTE A COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44272011871007";"-70.65494499634364"
"29-162";"AHUMADA 48 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44297821204056";"-70.65054679726276"
"322-34";"BERNARDO OHIGGINS 448 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44189464156311";"-70.64246140391849"
"3456-8";"SANTA ROSA 1710 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46802514494698";"-70.64190174167412"
"522-24";"SANTA ROSA 342 - 346 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.448725074422896";"-70.64426755758173"
"178-5";"CATEDRAL 1183 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.437296261069726";"-70.6538357502366"
"2866-4";"NUEVA DE VALDES 925 - 927 - 935 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45652530855356";"-70.64501087842156"
"90-36";"MONEDA 1741 DEPARTAMENTO 22 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44279542076602";"-70.66111281320721"
"49-10";"MONEDA 1610 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44296857932403";"-70.65918494453115"
"109-745";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 PISO 11 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44026342138599";"-70.65608879322117"
"136-13";"COMPANIA 1288 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43908059154522";"-70.65510172861751"
"51-1";"PLAZA DE LA CIUDADANIA COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44377846614523";"-70.6537348600586"
"2793-14";"COQUIMBO 609 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45527802881018";"-70.64192871792423"
"3757-6";"PEDRO MONTT 1374 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.47294203134794";"-70.65168281646994"
"3013-15";"MANUEL ANTONIO MATTA 494 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45820603189153";"-70.63847064971974"
"3018-43";"SAN FRANCISCO 1140 - 1152 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.460103574495676";"-70.64451509085521"
"291-44";"MATURANA 428 DEPARTAMENTO B COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43982286689346";"-70.66702010531583"
"3080-19";"MARINA DE GAETE 972 ESQUINA CHILOE 1201 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.461113727861246";"-70.6463971375216"
"190-2";"CATEDRAL 1437 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.437681516592896";"-70.65746611976114"
"187-4";"CATEDRAL 1155 AL 1165 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.437255847142005";"-70.65358573851921"
"331-110";"JUAN ANTONIO RIOS 6 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44317868938428";"-70.64647399153972"
"280-20";"SANTO DOMINGO 3320 - 3324 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43871970174824";"-70.68096088427839"
"140-1";"HUERFANOS 1515 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44003417314218";"-70.65826564826484"
"482-1";"ZENTENO 242 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44877952248622";"-70.65191465313836"
"32-65";"MONEDA 1040 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44218369731496";"-70.65113885919656"
"212-16";"ROSAS 1274 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.435878762441156";"-70.65538724451717"
"634-54";"EYZAGUIRRE 1085 DEPARTAMENTO 202 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.452527756409786";"-70.64992366894224"
"49-12";"MONEDA 1624 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.4429732192603";"-70.65938651433295"
"3294-14";"RIO OBI 2164 COMUNA CERRO NAVIA";"CERRO NAVIA";"13- REGION METROPOLITANA";"-33.41791311089214";"-70.72840625427078"
"86-2";"BOMBERO SALAS 1351 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.441693440259314";"-70.65560730038575"
"3018-6";"SANTA ROSA 1189 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46043426788487";"-70.64357514662638"
"3776-38";"VIEL 1978 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.47256419255906";"-70.654911650265"
"378-21";"AGUSTINAS 2450 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44358418558788";"-70.67045915033033"
"405-35; 405-36";"JOSE MIGUEL CARRERA 88, 90, 92, 94, 96, 98 Y 100 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44881007236504";"-70.66312297280386"
"3011-2";"ARTEMIO GUTIERREZ 1136 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.457853452991564";"-70.6373832896103"
"NO TIENE";"COMPANIA 1607 - 1611 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43908741216865";"-70.66040714731734"
"85-4";"AMUNATEGUI 123 - 131 - 145 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44221708606146";"-70.65593546221159"
"154-69";"SAN ANTONIO 427 PISO 6 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43781631188165";"-70.64820145751295"
"111-30";"AMUNATEGUI 214 - 224 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.440714298617";"-70.65699041992359"
"3502-1";"BEAUCHEFF 1621 - 1637 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46884028803949";"-70.66415711294195"
"1016-1";"CARLOS VALDOVINOS 497 COMUNA SAN JOAQUIN";"SAN JOAQUIN";"13- REGION METROPOLITANA";"-33.48198926044715";"-70.63250604251213"
"676-2";"PORTUGAL 623 - 627 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45002456605438";"-70.63507393785609"
"335-60";"LONDRES 40 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44434666771438";"-70.64803884557936"
"126-373";"SAN ANTONIO 378 DEPARTAMENTO 403 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43849853631594";"-70.64839686942733"
"107-124";"TEATINOS 251 DEPARTAMENTO 602 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44066163699108";"-70.65485852670415"
"493-13";"DIECIOCHO 164 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44855670523563";"-70.65749308097527"
"796-1 Y 796-2";"REPUBLICA 301 REPUBLICA 331 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.452547288337755";"-70.66782501351584"
"44944";"BERNARDO OHIGGINS 651 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44207286129225";"-70.64566094893384"
"223-1";"ESMERALDA 611 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43459140139949";"-70.64668706412112"
"57-11";"ALMIRANTE BARROSO 23 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44540273914738";"-70.66138135079069"
"308-2";"CHACABUCO 430 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44102125503936";"-70.67891900413218"
"3812-2 Y 3812-15";"PEDRO MONTT 1638 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.47436609899243";"-70.65915299452286"
"235-3";"HERRERA 625 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43804776162706";"-70.67778065182927"
"134-4";"HUERFANOS 1117 - 1147 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43957002948322";"-70.65265765863495"
"3504-15";"ALLENDE PADIN 2146 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.469397166323915";"-70.66410569821504"
"3502-16";"BEAUCHEFF 1521-1525 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.467667708274156";"-70.66402725796334"
"37-71";"BERNARDO OHIGGINS 1371 - 1377 - 1381 - 1385 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44421308070517";"-70.65539856404735"
"393-7";"BERNARDO OHIGGINS 1642 LOTE A Y ALONSO OVALLE 1637 LOTE B COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.446859927229966";"-70.65923592034717"
"493-13";"SAN IGNACIO 163 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44845194460952";"-70.65705840529101"
"33-4";"BANDERA 46 - 52 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44312185299645";"-70.6522563569865"
"223-81";"ESMERALDA E ISMAEL VALDES VERGARA 675 - 654 DEPARTAMENTO 62 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43449345521945";"-70.647040761359"
"33-155";"MORANDE 83 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44254204661596";"-70.65309520495732"
"33-3";"MONEDA 1190 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44236776883526";"-70.65316188299778"
"33-2";"MORANDE 45 - 59 - 71 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44304463410196";"-70.65295997629916"
"87-82";"AGUSTINAS 1442 DEPARTAMENTO 603 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.441533056787534";"-70.65717342773792"
"87-83";"AGUSTINAS 1442 DEPARTAMENTO 604 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44152646092238";"-70.65707823103025"
"87-87";"AGUSTINAS 1442 DEPARTAMENTO 608 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.441518651535915";"-70.65698246923009"
"87-95";"AGUSTINAS 1442 DEPARTAMENTO 708 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.441583122850346";"-70.65697619164835"
"87-94";"AGUSTINAS 1442 DEPARTAMENTO 707 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44151297688663";"-70.6568882835116"
"97-257";"HUERFANOS 620 - 628 OFICINA 81 PISO 8 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43926267797312";"-70.645831452662"
"229-25";"ROSAS 2560 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43698316050561";"-70.67244610968723"
"97-507";"HUERFANOS 620 - 628 ESTACIONAMIENTO 243 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924108532776";"-70.64584302166648"
"448-4";"DIECIOCHO 133 - 135 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44804907778243";"-70.65846277976009"
"276-1";"BALMACEDA 1301 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.432156619430415";"-70.65589909968999"
"201-7";"SANTO DOMINGO 685 - 687 - 689 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.435610800817784";"-70.647204198642"
"338-1";"PORTALES 2807 - 2805 - 2803 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44286396534934";"-70.67414337765618"
"438-88";"ERASMO ESCALA 2436 AL 2444 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44608444950584";"-70.67010998745221"
"109-744";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 PISO 10 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44026342138599";"-70.65608879322117"
"34-1";"MONEDA 1202- 1298 ENTRE TEATINOS Y MORANDE COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44282877161727";"-70.65386769852891"
"NO TIENE";"NATANIEL 469 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45197631049817";"-70.65308392719118"
"97-255";"HUERFANOS 620 - 628 OFICINA 71 PISO 7 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924108532776";"-70.64584302166648"
"265-2";"CATEDRAL 2213 - 2219 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.438775683832304";"-70.66721828517923"
"97-511";"HUERFANOS 620 - 628 ESTACIONAMIENTO 247 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924108532776";"-70.64584302166648"
"97-259";"HUERFANOS 620 - 628 OFICINA 91 PISO 9 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924108532776";"-70.64584302166648"
"NO TIENE";"MANUEL RODRIGUEZ 679 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43619975019512";"-70.659553780605"
"35-4";"LIBERTAD 1560 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.4277857992695";"-70.67587163452473"
"3040-81";"PADRE ORELLANA 1340 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46018831775498";"-70.63141770289066"
"375-44";"AGUSTINAS 2384 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44318522465469";"-70.6694844795152"
"46-41";"SAN MARTIN 88 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.443041334363286";"-70.65798290512947"
"22-536";"MONEDA 712 Y 722 DEPARTAMENTO 308 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.441674042090824";"-70.64671048942563"
"401-92";"VERGARA 24 DEPARTAMENTO 707 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44726779024829";"-70.66227803361531"
"9001-36";"BUENAVENTURA 3393 B COMUNA MACUL";"MACUL";"13- REGION METROPOLITANA";"-33.50871435761875";"-70.6003261905067"
"85-12";"ALMIRANTE LORENZO GOTUZZO 124 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.442107346126136";"-70.65569920691361"
"2121-10";"URMENETA 467 COMUNA SAN BERNARDO";"SAN BERNARDO";"13- REGION METROPOLITANA";"-33.59190173861253";"-70.70608587899505"
"147-49";"CHACABUCO 931 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43421539628787";"-70.67874492133446"
"42-50";"AMUNATEGUI 66 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44329399260519";"-70.65608314271377"
"1005-4";"BASCUNAN GUERRERO 910 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.460631212863944";"-70.67245250501762"
"451-88";"SAN CAMILO 228 AL 240 Y 246 AL 262 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44522140524622";"-70.63481223578252"
"637-5";"MAXIMO HUMBSER 667 COMUNA LA CISTERNA";"LA CISTERNA";"13- REGION METROPOLITANA";"-33.5382388807348";"-70.65738093812831"
"1010-3";"CARLOS VALDOVINOS 279 COMUNA SAN JOAQUIN";"SAN JOAQUIN";"13- REGION METROPOLITANA";"-33.4832019131843";"-70.62965867470942"
"3763-1";"SAN IGNACIO 1709 ESQUINA SARGENTO ALDEA 1510 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.4693955329485";"-70.6548384565443"
"14055-7";"PASAJE JORGE TORO 3525 COMUNA PEDRO AGUIRRE CERDA";"PEDRO AGUIRRE CERDA";"13- REGION METROPOLITANA";"-33.504208521548115";"-70.68609658935564"
"109-726";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44026342138599";"-70.65608879322117"
"3069-36";"SIERRA BELLA 1352 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46101785337598";"-70.63575267431175"
"855-22";"ESPANA 554 - 590 - 576 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45554585357415";"-70.66813095093852"
"232-8";"CAPUCHINOS 738 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43481052645028";"-70.65387659376279"
"136-5";"HUERFANOS 1273 - 1295 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43970478012666";"-70.65498103076537"
"NO TIENE";"NATANIEL 457 AL 461 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.451799643081294";"-70.65311526285423"
"1005-68";"PORTUGAL 38 DEPARTAMENTO 125 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44102759128663";"-70.63862401317776"
"388-1";"AGUSTINAS 3250 Y MATUCANA 151 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44443319701496";"-70.678841384951"
"37-28";"VALENTIN LETELIER 22 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.443902619544666";"-70.65522582260758"
"408-17";"BULNES 74 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.445082441514046";"-70.66982525035446"
"111-1";"AGUSTINAS 1401 - 1419 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.440714298617";"-70.65699041992359"
"135-62";"MORANDE 322 MORANDE 324 MORANDE 330 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43976151957743";"-70.65398696827052"
"590-6";"TOCORNAL 413 CASA 1 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44870198671094";"-70.64081531008246"
"266-37";"SANTO DOMINGO 2398 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43794100989302";"-70.6703585935586"
"53-9";"MANUEL RODRIGUEZ 33 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.4447810229971";"-70.65999406775826"
"151-111";"ALMIRANTE MONTT 454 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43719827949495";"-70.64512976583208"
"5962-4";"RAMON CRUZ MONTT 1099 ENTRE RAUL SILVA CASTRO Y PASAJE LAS OLAS COMUNA NUNOA";"NUNOA";"13- REGION METROPOLITANA";"-33.46558544425395";"-70.58196272168098"
"3047-15";"TOKYO 5826 COMUNA CONCHALI";"CONCHALI";"13- REGION METROPOLITANA";"-33.371762021316776";"-70.67883254991945"
"277-18";"SANTO DOMINGO 3128 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43867103611787";"-70.67833043958363"
"492-13";"SAN IGNACIO 196 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44898694780003";"-70.6565228100917"
"83-1";"AGUSTINAS 1220 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44180031291388";"-70.65410597126339"
"308-1";"MATUCANA 401 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44111625909576";"-70.67959596173391"
"85-8";"CUETO 1207 DEPARTAMENTO 202 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.431539195907355";"-70.67302446380323"
"3168-1";"TOCORNAL 1455 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46360690858215";"-70.63685358364869"
"463-87";"ERASMO ESCALA 2210 Y RICARDO CUMMING 37 - 41 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44517051689929";"-70.66646230015205"
"182-34";"PLAZA DE ARMAS 951 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.437026591919185";"-70.6506681965073"
"35-3";"BERNARDO OHIGGINS 1315 DEPARTAMENTO 34 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44429208101095";"-70.65464093308019"
"35-32";"TEATINOS 20 Y BERNARDO OHIGGINS 1315 PISO 2 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44415948688523";"-70.65463698338634"
"1079-2";"SAN PEDRO 1203 LOTE 2 COMUNA PUENTE ALTO";"PUENTE ALTO";"13- REGION METROPOLITANA";"-33.623358890287726";"-70.58832149693967"
"930-28";"EXPOSICION 718 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45847054530462";"-70.67805930575467"
"44378";"JOSE RAMON GUTIERREZ 269 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43902809976728";"-70.64052607033707"
"109-737";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 PISO 6 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44022601533545";"-70.65609383971228"
"930-2";"PUERTA DE VERA 713 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.458531761189604";"-70.6778072863419"
"930-3";"PUERTA DE VERA 717 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45861931718578";"-70.6778249542619"
"NO TIENE";"HUERFANOS 1609 AL 1625 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.440532651594154";"-70.65946413596643"
"929-25";"PUERTA DE VERA 720 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45868448506245";"-70.67739770971924"
"929-26";"PUERTA DE VERA 724 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.458776673702346";"-70.67737554866946"
"3080-1";"ARTURO PRAT 1205 ESQUINA MARINA DE GAETE 976 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46115806683674";"-70.64684110229604"
"35-4";"LIBERTAD 1550 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.42765685712283";"-70.67562866870664"
"1844-7";"LOS CLAVELES 2775 COMUNA PROVIDENCIA";"PROVIDENCIA";"13- REGION METROPOLITANA";"-33.427831724908515";"-70.59688844713376"
