REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;CONF;VALOR_UF;VALOR_USD
Antofagasta;CALAMA;5315-13;BARRIO INDUSTRIAL SECTOR PUERTO SECO MANZANA E-2 LOTE 13 COMUNA CALAMA;2018;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);6054;257505
Antofagasta;CALAMA;5315-14;LOTE 14 MANZANA E-2 SECTOR PUERTO SECO COMUNA CALAMA;2018;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);6054;257505
Antofagasta;CALAMA;5315-18;BARRIO INDUSTRIAL SECTOR PUERTO SECO MANZANA E-2 LOTE 18 COMUNA CALAMA;2018;ARRENDAMIENTO;2-posible;Norte (gruesa);6054;257505
Metropolitana;SANTIAGO;3040-81;PADRE ORELLANA 1340 COMUNA SANTIAGO;173;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);6039;256867
Valparaíso;SAN ANTONIO;4324-1;CACIQUE MILLACURA COMUNA SAN ANTONIO;754;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);6029;256442
Metropolitana;PROVIDENCIA;541-84;LUIS THAYER OJEDA 43 DEPARTAMENTO 506 COMUNA PROVIDENCIA;110;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);6028;256399
Tarapacá;ALTO HOSPICIO;PREASIGNADO;AVENIDA LOS AROMOS SIN NUMERO ALTO HOSPICIO;1502;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);6008;255549
Antofagasta;CALAMA;5301-3;SECTOR PUERTO SECO MANZANA A-1 LOTE 12 COMUNA CALAMA;2001;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);6003;255336
Valparaíso;VINA DEL MAR;2415-2;EL ESPINO NUMERO 3660 LOTE 93 LOTE 1 Y 2 COMUNA VINA DEL MAR;240;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);6000;255208
Metropolitana;LA REINA;710-31;LORELEY 812 D COMUNA LA REINA;200;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);6000;255208
Antofagasta;CALAMA;740-5;CALLE ALONSO DE ERCILLA 3162 LOTE 6 COMUNA CALAMA;1991;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5973;254060
Antofagasta;CALAMA;740-6;ALONSO DE ERCILLA 3112 LOTE 7 COMUNA CALAMA;1990;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5970;253932
Antofagasta;CALAMA;740-1;CALLE ALONSO DE ERCILLA 3198 LOTE 5 COMUNA CALAMA;1990;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5970;253932
Antofagasta;CALAMA;5305-24;LOTE 24 MANZANA E-1 SECTOR PUERTO SECO COMUNA CALAMA;1985;ARRENDAMIENTO;2-posible;Norte (gruesa);5955;253294
Metropolitana;SAN JOAQUIN;2838-4;CABILDO 3519 MANZANA A SITIO 23 COMUNA SAN JOAQUIN;350;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5950;253082
Antofagasta;CALAMA;5301-6;LOTE 15 MANZANA A-1 SECTOR PUERTO SECO COMUNA CALAMA;1976;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5928;252146
Metropolitana;QUINTA NORMAL;3414-19;GENERAL NOVOA 4220 COMUNA QUINTA NORMAL;368;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5888;250445
Antofagasta;CALAMA;5303-2;GILBERTO GOMEZ CONTARDO SIN NUMERO LOTE 9 MANZANA C-1 SECTOR PUERTO SECO COMUNA CALAMA;1962;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5886;250359
Antofagasta;CALAMA;5301-2;SECTOR PUERTO SECO MANZANA A-1 SITIO 11 COMUNA CALAMA;1962;ARRENDAMIENTO;2-posible;Norte (gruesa);5886;250359
Metropolitana;INDEPENDENCIA;3049-45;SANTA LAURA 1290 COMUNA INDEPENDENCIA;267;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5881;250147
Valparaíso;VALPARAISO;1220-25;TUBUL 26 COMUNA VALPARAISO;392;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5880;250104
Metropolitana;NUNOA;5153-23;LOS JARDINES 300 SITIO 51 COMUNA NUNOA;140;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5880;250104
Antofagasta;CALAMA;5303-14;SITIO 11 B MANZANA C 1 PUERTO SECO COMUNA CALAMA;1960;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5880;250104
Antofagasta;SIERRA GORDA;6420-2;AL ESTE DE AVENIDA SALVADOR ALLENDE LOCALIDAD BAQUEDANO COMUNA SIERRA GORDA;5868;CONCESION GRATUITA;2-posible;Norte (gruesa);5868;249594
Metropolitana;SAN RAMON;362-159;ALPATACAL SIN NUMERO HOY ALPATACAL 1781 COMUNA SAN RAMON;651;..;1-disponible/recuperable;Centro (ref. mercado);5861;249296
Antofagasta;CALAMA;5303-11;SITIO 3 MANZANA C-1 SECTOR PUERTO SECO COMUNA CALAMA;1949;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5847;248701
Antofagasta;CALAMA;740-2;CALLE ALONSO DE ERCILLA 3204 POBLACION ALEMANIA LOTE 2 COMUNA CALAMA;1947;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5841;248445
Antofagasta;CALAMA;740-2;CALLE ALONSO DE ERCILLA 3208 LOTE 3 COMUNA CALAMA;1947;ARRENDAMIENTO;2-posible;Norte (gruesa);5841;248445
Antofagasta;CALAMA;740-4;ALONSO DE ERCILLA 3202 LOTE 4 POBLACION NUEVA ALEMANIA COMUNA CALAMA;1947;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5841;248445
Antofagasta;CALAMA;5303-3;LOTE 10 MANZANA C-1 PUERTO SECO COMUNA CALAMA;1943;ARRENDAMIENTO;2-posible;Norte (gruesa);5829;247935
Antofagasta;ANTOFAGASTA;3017-2;MAR DEL PLATA CON SANTA ELENA COMUNA ANTOFAGASTA;1446;CONCESION GRATUITA;2-posible;Norte (gruesa);5784;246021
Metropolitana;SANTIAGO;826-1;TOESCA 2369 AL 2377 COMUNA SANTIAGO;165;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5775;245638
Valparaíso;VILLA ALEMANA;93-2;LONDRES 773 AL 785 COMUNA VILLA ALEMANA;641;..;1-disponible/recuperable;Centro (ref. mercado);5767;245298
Valparaíso;QUILPUE;3362-15;VENEZUELA 1237 COMUNA QUILPUE;480;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5760;245000
Metropolitana;PUDAHUEL;1806-1;TEHUANTEPEC 1040 COMUNA PUDAHUEL;720;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5760;245000
Metropolitana;PUDAHUEL;2001-1;HERALDICA 8897 COMUNA PUDAHUEL;720;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5760;245000
Metropolitana;RENCA;541-34;NUEVA SIN NUMERO COMUNA RENCA;576;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5760;245000
Antofagasta;CALAMA;5301-1;SECTOR PUERTO SECO MANZANA A-1 LOTE 10 COMUNA CALAMA;1917;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5751;244617
Antofagasta;ANTOFAGASTA;3016-1;POBLACION COVIEFI SIN NUMERO COMUNA ANTOFAGASTA;1437;CONCESION GRATUITA;2-posible;Norte (gruesa);5748;244490
Metropolitana;LA CISTERNA;1714-5;SANTA TERESA 037 COMUNA LA CISTERNA;359;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);5744;244320
Antofagasta;CALAMA;740-7;CALLE ALONSO DE ERCILLA 3326 LOTE 1 COMUNA CALAMA;1892;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5676;241427
Metropolitana;SANTIAGO;3416-20;LIRA 1652 COMUNA SANTIAGO;162;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5671;241214
Valparaíso;QUILPUE;1177-11;DOCTOR SALAS Y SAN MARTIN LOTE 1 Y 2 COMUNA QUILPUE;469;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5633;239598
Valparaíso;VALPARAISO;8103-38 Y 8103-1;21 DE MAYO 20 ESQUINA ERRAZURIZ LOTE 1 Y 2 COMUNA VALPARAISO;374;..;1-disponible/recuperable;Centro (ref. mercado);5616;238875
Metropolitana;PROVIDENCIA;915-14;EMILIO VAISSE 340-A COMUNA PROVIDENCIA;102;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5610;238620
Antofagasta;SAN PEDRO DE ATACAMA;3750-111;PUEBLO DE TALABRE COMUNA SAN PEDRO DE ATACAMA;1870;CONCESION GRATUITA;2-posible;Norte (gruesa);5610;238620
Antofagasta;ANTOFAGASTA;1951-9;CALLE EL LOA CON PASAJE COBIJA POBLACION MANUEL RODRIGUEZ COMUNA ANTOFAGASTA;1396;CONCESION GRATUITA;2-posible;Norte (gruesa);5584;237514
Metropolitana;HUECHURABA;1609-6;REPUBLICA DE GUYANA 439 COMUNA HUECHURABA;310;PERMISO OCUPACION;2-posible;Centro (ref. mercado);5578;237259
Valparaíso;SAN ANTONIO;4324-2;VICENTE POBLETE 312 (304) COMUNA SAN ANTONIO;690;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);5520;234792
Antofagasta;ANTOFAGASTA;1689-2;LOTE B FREIRINA ESQUINA OLLAGUE POBLACION EL GOLF COMUNA ANTOFAGASTA;1377;CONCESION GRATUITA;2-posible;Norte (gruesa);5508;234281
Antofagasta;CALAMA;5303-12;LUIS CALLEJAS ROJAS SIN NUMERO PUERTO SECO SITIO 2 MANZANA C-1 COMUNA CALAMA;1832;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);5496;233771
Antofagasta;MEJILLONES;10000-12;LOCALIDAD DE MICHILLA SIN NUMERO COMUNA MEJILLONES;2746;CONCESION GRATUITA;2-posible;Norte (gruesa);5492;233601
Antofagasta;SIERRA GORDA;6027-1;LOTE B LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;5492;CONCESION GRATUITA;2-posible;Norte (gruesa);5492;233601
Antofagasta;SIERRA GORDA;6026-1;LOTE A LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;5462;CONCESION GRATUITA;2-posible;Norte (gruesa);5462;232325
Metropolitana;SAN MIGUEL;6434-14;AMERICA 577 ANTES 1502 COMUNA SAN MIGUEL;248;..;1-disponible/recuperable;Centro (ref. mercado);5459;232197
Metropolitana;EL BOSQUE;90-3;UNIVERSO FRENTE 10167 Y 10179 COMUNA EL BOSQUE;605;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5441;231432
Metropolitana;LA CISTERNA;3128-1;JOSE JOAQUIN PRIETO ORIENTE 6800 COMUNA LA CISTERNA;336;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5376;228667
Metropolitana;SANTIAGO;1013-1;CARABINEROS DE CHILE 33 COMUNA SANTIAGO;153;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5359;227944
Metropolitana;SANTIAGO;1310-2;CARABINEROS DE CHILE 33 COMUNA SANTIAGO;153;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5359;227944
Biobío;TALCAHUANO;1590-3;LAS DALIAS LOTE 4 (EX LOTE E1) COMUNA TALCAHUANO;446;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5347;227433
Antofagasta;MEJILLONES;301-5;LOTE 1 MANZANA 3 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES;2661;CONCESION GRATUITA;2-posible;Norte (gruesa);5322;226370
Antofagasta;ANTOFAGASTA;1689-1;LOTE A ELQUI ESQUINA OLLAGUE POBLACION EL GOLF COMUNA ANTOFAGASTA;1328;CONCESION GRATUITA;2-posible;Norte (gruesa);5312;225945
Metropolitana;INDEPENDENCIA;2857-6;GENERAL SAAVEDRA 1159 COMUNA INDEPENDENCIA;240;ARRENDAMIENTO;2-posible;Centro (ref. mercado);5280;224583
Metropolitana;LA REINA;5701-60;POMAIRE 99 LOTE 896 COMUNA LA REINA;175;ARRENDAMIENTO;2-posible;Centro (ref. mercado);5256;223563
Metropolitana;PENALOLEN;9556-10;LOS CEREZOS COMUNA PENALOLEN;328;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);5248;223222
Antofagasta;SAN PEDRO DE ATACAMA;3750-1;PUEBLO DE TALABRE COMUNA SAN PEDRO DE ATACAMA;1745;CONCESION GRATUITA;2-posible;Norte (gruesa);5235;222669
Metropolitana;SAN RAMON;1005-6;EL MIRADOR 1661 COMUNA SAN RAMON;580;ARRENDAMIENTO;2-posible;Centro (ref. mercado);5220;222031
Biobío;CONCEPCION;64-24;LINCOYAN 156 PISOS 1 Y 2 COMUNA CONCEPCION;288;..;1-disponible/recuperable;Centro (ref. mercado);5190;220755
Antofagasta;ANTOFAGASTA;3002-1;SANTA MARTA SIN NUMERO MANZANA 31 COMUNA ANTOFAGASTA;1296;CONCESION GRATUITA;2-posible;Norte (gruesa);5184;220500
Metropolitana;LA FLORIDA;1189-1;SOTERO DEL RIO 953 COMUNA LA FLORIDA;369;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5166;219734
Valparaíso;QUINTERO;203-60;DANIEL ZAMORA SIN NUMERO COMUNA QUINTERO;646;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5165;219692
Metropolitana;RENCA;541-33;NUEVA 4832 COMUNA RENCA;516;..;1-disponible/recuperable;Centro (ref. mercado);5163;219607
Antofagasta;SIERRA GORDA;6050-3;PROLONGACION CALLE OHIGGINS 05 LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;5126;CONCESION GRATUITA;2-posible;Norte (gruesa);5126;218033
Valparaíso;SAN ANTONIO;4122-6;RAMON BARROS LUCO 2394 MANZANA 46 LOTE 7 COMUNA SAN ANTONIO;638;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5104;217097
Metropolitana;LA REINA;3613-107;FRANCISCO DE VILLAGRA 6295-A COMUNA LA REINA;170;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5100;216927
Metropolitana;SANTIAGO;3504-15;ALLENDE PADIN 2146 COMUNA SANTIAGO;145;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5084;216247
Metropolitana;RECOLETA;2975-9;CAMPINO 2077 SITIO 4 COMUNA RECOLETA;253;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5066;215481
Antofagasta;SIERRA GORDA;6319-1;A 81,50 M AL NORESTE DE LA CALLE RAMON BARROS LUCO LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;5060;CONCESION GRATUITA;2-posible;Norte (gruesa);5060;215226
Antofagasta;SAN PEDRO DE ATACAMA;3452-7;SITIO 7 MANZANA H POBLACION PUNTA DE DIAMANTE LOCALIDAD DE SAN PEDRO DE ATACAMA COMUNA SAN PE;1685;CONCESION GRATUITA;2-posible;Norte (gruesa);5055;215013
Metropolitana;SANTIAGO;2886-33;COQUIMBO 1410 COMUNA SANTIAGO;144;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);5040;214375
Metropolitana;EL BOSQUE;1869-4;LOS QUILLAYES 10575 COMUNA EL BOSQUE;560;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5040;214375
Metropolitana;SANTIAGO;785-5;UNION AMERICANA 255 - 257 COMUNA SANTIAGO;143;ARRENDAMIENTO;2-posible;Centro (ref. mercado);5003;212801
Metropolitana;INDEPENDENCIA;3356-2;EINSTEIN 1227 COMUNA INDEPENDENCIA;227;ARRENDAMIENTO;2-posible;Centro (ref. mercado);5001;212716
Valparaíso;SAN ANTONIO;4522-5;RAMON BARROS LUCO 2640 MANZANA 54 SITIO 5 COMUNA SAN ANTONIO;625;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5000;212674
Biobío;CHIGUAYANTE;2984-3;BERGANTIN ARAUCO MANZANA SITIO 1 COMUNA CHIGUAYANTE;500;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);5000;212674
Metropolitana;LA CISTERNA;3046-181;TRINIDAD RAMIREZ 0714 SITIO 4 COMUNA LA CISTERNA;310;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4958;210887
Metropolitana;PENALOLEN;9108-29;LAS PARCELAS 9190 MANZANA A SITIO 29 COMUNA PENALOLEN;301;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4819;204975
Metropolitana;LA CISTERNA;2522-89;MANUEL FISCHMAN 0809 SITIO 312 COMUNA LA CISTERNA;300;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4800;204167
Metropolitana;RECOLETA;478-70;BOMBERO NUNEZ 360 COMUNA RECOLETA;240;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4800;204167
Metropolitana;QUILICURA;35-12;JOSE FRANCISCO VERGARA 300 EX 328 COMUNA QUILICURA;480;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4800;204167
Metropolitana;CONCHALI;2324-32;TENIENTE PONCE 1916 MANZANA 3 SITIO 27 COMUNA CONCHALI;400;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4800;204167
Metropolitana;LO PRADO;1551-5;SAN PABLO 7127 COMUNA LO PRADO;480;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);4800;204167
Metropolitana;PENALOLEN;SIN ROL;PASAJE DOS 1660 COMUNA PENALOLEN;300;..;1-disponible/recuperable;Centro (ref. mercado);4800;204167
Antofagasta;SIERRA GORDA;6365-1;LOTE 1 A 600 METROS AL OESTE DE AVENIDA SALVADOR ALLENDE COMUNA SIERRA GORDA;4757;CONCESION GRATUITA;2-posible;Norte (gruesa);4757;202338
Metropolitana;LA FLORIDA;699-288;PASAJE TOLEDO (FRENTE) COMUNA LA FLORIDA;339;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4746;201870
Tarapacá;ALTO HOSPICIO;5302-6;SITIO 8 MANZANA C COMUNA ALTO HOSPICIO;1186;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);4744;201785
Metropolitana;INDEPENDENCIA;3356-3;EINSTEIN 1237 ANTES CENTENARIO 947 LOTE A Y B COMUNA INDEPENDENCIA;215;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4722;200849
Antofagasta;SIERRA GORDA;6054-1;LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;4708;CONCESION GRATUITA;2-posible;Norte (gruesa);4708;200254
Antofagasta;TALTAL;369-17;LOTE B BELMOR ROJAS ENTRE CARLOS IBANEZ Y DAVILA BAEZA SIN NUMERO COMUNA TALTAL;3137;CONCESION GRATUITA;2-posible;Norte (gruesa);4706;200168
Metropolitana;PENALOLEN;9714-25;LOS VERDULEROS 5754 MANZANA 8 C SITIO 142 COMUNA PENALOLEN;294;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4701;199956
Antofagasta;ANTOFAGASTA;8546-1;CALLE LAS GAVIOTAS CON PASAJE CHOAPA COMUNA ANTOFAGASTA;1175;CONCESION GRATUITA;2-posible;Norte (gruesa);4700;199913
Valparaíso;VALPARAISO;9332-129;DEL CABO SIN NUMERO COMUNA VALPARAISO;313;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4694;199658
Valparaíso;SAN ANTONIO;2222-8;RAMON BARROS LUCO 1598 MANZANA 12 SITIO 8 LOTE 1 Y 2 COMUNA SAN ANTONIO;583;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4664;198382
Antofagasta;SAN PEDRO DE ATACAMA;4101-5;MANZANA A EQUIPAMIENTO COMUNITARIO 05 SECTOR ADUANA COMUNA SAN PEDRO DE ATACAMA;1553;CONCESION GRATUITA;2-posible;Norte (gruesa);4659;198169
Biobío;TALCAHUANO;SIN ROL;LAS DALIAS LOTE 6 (EX LOTE F) COMUNA TALCAHUANO;388;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4655;197999
Antofagasta;ANTOFAGASTA;3017-1;VIENTOS DEL SUR LOTE 1 COMUNA ANTOFAGASTA;1163;CONCESION GRATUITA;2-posible;Norte (gruesa);4652;197872
Antofagasta;ANTOFAGASTA;1160-1;CALLE JOSE CRUZAT ENTRE INGENIERO MUTILLA POBLACION TENIENTE MERINO COMUNA ANTOFAGASTA;1158;CONCESION GRATUITA;2-posible;Norte (gruesa);4632;197021
Metropolitana;RENCA;1303-49;CHUNGARA COMUNA RENCA;463;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4625;196723
Valparaíso;VILLA ALEMANA;801-407;SAN DIEGO 2310 COMUNA VILLA ALEMANA;506;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4556;193788
Valparaíso;VILLA ALEMANA;862-221;RIO MAULE 224 COMUNA VILLA ALEMANA;500;PERMISO OCUPACION;2-posible;Centro (ref. mercado);4500;191406
Antofagasta;SAN PEDRO DE ATACAMA;3516-6;POBLACION CONDE DUQUE MANZANA G SITIO 6 SAN PEDRO DE ATACAMA;1498;ARRENDAMIENTO;2-posible;Norte (gruesa);4494;191151
Antofagasta;SAN PEDRO DE ATACAMA;3800-3;PUEBLO DE TOCONAO SIN NUMERO COMUNA SAN PEDRO DE ATACAMA;1497;CONCESION GRATUITA;2-posible;Norte (gruesa);4491;191024
Metropolitana;LA FLORIDA;3019-25;QUINCHAO 1468 COMUNA LA FLORIDA;320;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4480;190556
Metropolitana;PUENTE ALTO;157-9;LOPE DE VEGA SIN NUMERO FRENTE A PASAJE ANGEL DEL RIO COMUNA PUENTE ALTO;448;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4480;190556
Metropolitana;PUENTE ALTO;2301-33;LOS LINGUES 2416 COMUNA PUENTE ALTO;447;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4472;190215
Antofagasta;ANTOFAGASTA;448-2;EDUARDO ORCHARD LOTE A POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA;1117;CONCESION GRATUITA;2-posible;Norte (gruesa);4468;190045
Metropolitana;SAN JOAQUIN;4618-34;MARTIN HENRIQUEZ 4678 COMUNA SAN JOAQUIN;260;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4420;188004
Tarapacá;IQUIQUE;3053-2;VICTOR GARRIDO SIN NUMERO - LOTE A-2 COMUNA IQUIQUE;730;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);4380;186302
Antofagasta;MEJILLONES;301-6;LOTE 2 MANZANA 3 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES;2182;CONCESION GRATUITA;2-posible;Norte (gruesa);4364;185622
Tarapacá;POZO ALMONTE;PREASIGNADO;CALLE ALDUNATE SIN NUMERO COMUNA POZO ALMONTE;2156;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);4312;183410
Antofagasta;ANTOFAGASTA;1479-1;LOTE 2 POBLACION PABLO KRUGGER COMUNA ANTOFAGASTA;1076;CONCESION GRATUITA;2-posible;Norte (gruesa);4304;183070
Metropolitana;LA CISTERNA;14-27;ESMERALDA 7253 COMUNA LA CISTERNA;268;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4288;182389
Antofagasta;ANTOFAGASTA;16114-2;CALLE HUAMACHUCO ENTRE CALLE LOS RUBIES Y CALLE LOS TOPACIOS SECTOR LA CHIMBA COMUNA ANTOFAGA;1071;CONCESION GRATUITA;2-posible;Norte (gruesa);4284;182219
Metropolitana;LA FLORIDA;3610-17;LOS NARDOS 10920-C SITIO 33 COMUNA LA FLORIDA;305;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4270;181623
Antofagasta;ANTOFAGASTA;1730-10;LOTE B PASAJE OLLAGUE CON CALLE ELQUI COMUNA ANTOFAGASTA;1061;CONCESION GRATUITA;2-posible;Norte (gruesa);4244;180517
Valparaíso;VILLA ALEMANA;550-25;BAQUEDANO NUMERO 1090 COMUNA VILLA ALEMANA;471;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4239;180305
Tarapacá;ALTO HOSPICIO;SIN ROL;CALLE JERUSALEN SIN NUMERO COMUNA ALTO HOSPICIO;1053;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);4212;179156
Antofagasta;MEJILLONES;2001-8;MORRO MORENO COMUNA MEJILLONES;2100;CONCESION GRATUITA;2-posible;Norte (gruesa);4200;178646
Valparaíso;VILLA ALEMANA;SIN ROL;BAQUEDANO SIN NUMERO INTERIOR LOTE A-19 COMUNA VILLA ALEMANA;466;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4190;178221
Antofagasta;SAN PEDRO DE ATACAMA;3760-355;CALLE LATORRE 143 PUEBLO DE PEINE COMUNA SAN PEDRO DE ATACAMA;1395;CONCESION GRATUITA;2-posible;Norte (gruesa);4185;178008
Tarapacá;POZO ALMONTE;PREASIGNADO;CALLE LUIS YANEZ BRICENO ESQUINA CALLE ANDRES FARIAS COMUNA DE POZO ALMONTE;2087;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);4174;177540
Valparaíso;QUILPUE;74-10;BAQUEDANO 2260 LOTE 9 COMUNA QUILPUE;344;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);4132;175754
Antofagasta;SIERRA GORDA;6029-1;AL SURESTE DE LA LOCALIDAD DE SIERRA GORDA COMUNA DE SIERRA GORDA;4118;CONCESION GRATUITA;2-posible;Norte (gruesa);4118;175158
Metropolitana;RECOLETA;3263-1;SAN GERARDO 703 COMUNA RECOLETA;205;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4094;174137
Antofagasta;ANTOFAGASTA;5640-7;AVENIDA RADOMIRO TOMIC 8341 SITIO 2-C MANZANA A SECTOR 2 BARRIO INDUSTRIAL COMUNA ANTOFAGASTA;1019;ARRENDAMIENTO;2-posible;Norte (gruesa);4076;173372
Metropolitana;PROVIDENCIA;904-34;MARIN 0193 DEPARTAMENTO 122 COMUNA PROVIDENCIA;74;ARRENDAMIENTO;2-posible;Centro (ref. mercado);4070;173116
