REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;CONF;VALOR_UF;VALOR_USD
Antofagasta;ANTOFAGASTA;5320-1;CALLE LOS NARANJOS LOTE C POBLACION LAS ROCAS TROCADERO COMUNA ANTOFAGASTA;1014;CONCESION GRATUITA;2-posible;Norte (gruesa);4056;172521
Antofagasta;SAN PEDRO DE ATACAMA;4100-2;CALLE SOCAIRE COMUNA SAN PEDRO DE ATACAMA;1349;CONCESION GRATUITA;2-posible;Norte (gruesa);4047;172138
Metropolitana;RENCA;904-19;COSTANERA NORTE COMUNA RENCA;403;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4032;171500
Antofagasta;MEJILLONES;606-3;MANZANA J SITIO 3 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES;2011;ARRENDAMIENTO;2-posible;Norte (gruesa);4022;171075
Metropolitana;QUINTA NORMAL;3514-46;JOAQUIN WALKER MARTINEZ ESQUINA PASAJE CINTOLESI 4244 COMUNA QUINTA NORMAL;251;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4016;170820
Tarapacá;ALTO HOSPICIO;PREASIGNADO;CALLLE JERUSALEN SIN NUMERO EX PARCELA 18 LOTE B ALTO HOSPICIO;1002;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);4008;170479
Tarapacá;ALTO HOSPICIO;5302-10;CALLE LUIS EMILIO RECABARREN ESQUINA ITALO SCIARAFFIA LOTE B SECTOR EL BORO;1002;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);4008;170479
Metropolitana;ESTACION CENTRAL;5194-2;AULEN 1392 LOTE 1 COMUNA ESTACION CENTRAL;222;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4001;170181
Valparaíso;QUINTERO;29-15;COLON 593 MANZANA 24 SITIO MITAD 12 COMUNA QUINTERO;500;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4000;170139
Metropolitana;RECOLETA;1768-2;VERA 473 COMUNA RECOLETA;200;ARRENDAMIENTO;2-posible;Centro (ref. mercado);4000;170139
Metropolitana;RECOLETA;4082-2;REINA DE CHILE 349 COMUNA RECOLETA;200;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4000;170139
Metropolitana;RECOLETA;3193-11;ANTONIA PRADO 0603 COMUNA RECOLETA;200;..;1-disponible/recuperable;Centro (ref. mercado);4000;170139
Metropolitana;COLINA;1117-15;SANTA INES ESQUINA LO PINTO COMUNA COLINA;500;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);4000;170139
Valparaíso;QUILPUE;416-11;LAUTARO 820 LOTE 2 COMUNA QUILPUE;333;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3991;169756
Metropolitana;SAN BERNARDO;5510-439;PORTALES LOTE 7 COMUNA SAN BERNARDO;653;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3917;166609
Valparaíso;SAN ANTONIO;8220-18;CHILE 170 MANZANA 100 SITIO 868 COMUNA SAN ANTONIO;489;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3908;166226
Metropolitana;NUNOA;6308-5;ARISTOTELES 911 CASA 5 COMUNA NUNOA;92;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3864;164354
Metropolitana;SANTIAGO;223-81;ESMERALDA E ISMAEL VALDES VERGARA 675 - 654 DEPARTAMENTO 62 COMUNA SANTIAGO;110;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3850;163759
Valparaíso;QUILPUE;348-45;EL COBRE 285 COMUNA QUILPUE;320;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3839;163291
Valparaíso;QUINTERO;206-13;IGNACIO CARRERA PINTO 764 MANZANA 21 LOTE 13 COMUNA QUINTERO;476;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3808;161972
Valparaíso;QUILPUE;351-24;ZENTENO 790 CASI ESQUINA BLANCO LOCAL NUMERO 1 COMUNA QUILPUE;317;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3802;161717
Tarapacá;HUARA;2580-236;LOTE A COMUNA HUARA;3800;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);3800;161632
Metropolitana;CONCHALI;2434-36;CARDENAL CARO COMUNA CONCHALI;315;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3782;160866
Metropolitana;ESTACION CENTRAL;5246-5;TAITAO 5812 MANZANA 71 LOTE 4 COMUNA ESTACION CENTRAL;209;ARRENDAMIENTO;2-posible;Centro (ref. mercado);3762;160016
Valparaíso;VILLA ALEMANA;543-11;BAQUEDANO 304 COMUNA VILLA ALEMANA;418;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3758;159846
Biobío;CONCEPCION;651-23;VICUNA MACKENNA 1130 BARRIO NORTE COMUNA CONCEPCION;208;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3752;159590
Valparaíso;QUILPUE;3353-29;LOS NARANJOS 623 LOTE 23 COMUNA QUILPUE;309;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3712;157889
Valparaíso;QUILPUE;3624-33;MARGA MARGA 2204 LOTE 28-1 COMUNA QUILPUE;307;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3684;156698
Valparaíso;QUILPUE;3624-35;MARGA MARGA 2204 LOTE 40205 COMUNA QUILPUE;306;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3672;156188
Antofagasta;SIERRA GORDA;6367-1;LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;3658;CONCESION GRATUITA;2-posible;Norte (gruesa);3658;155592
Valparaíso;VALPARAISO;8008-0009;ESPANA 1898 COMUNA VALPARAISO;243;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3644;154997
Metropolitana;PROVIDENCIA;3220-227;ANTONIO VARAS 1414 DEPARTAMENTO 182 COMUNA PROVIDENCIA;66;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3629;154359
Metropolitana;CERRILLOS;216-3;DIVINO MAESTRO 7433 COMUNA CERRILLOS;300;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3600;153125
Tarapacá;HUARA;PREASIGNADO;LOTE B COMUNA HUARA;3600;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);3600;153125
Metropolitana;PUENTE ALTO;984-27;LOS LOROS COMUNA PUENTE ALTO;359;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3590;152700
Metropolitana;RENCA;435-39;PASAJE CALETA GUAPI SIN NUMERO COMUNA RENCA;356;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3560;151424
Valparaíso;SAN ANTONIO;151-9;PUENTE AREVALO 834 CASA 4 COMUNA SAN ANTONIO;445;ARRENDAMIENTO;2-posible;Centro (ref. mercado);3558;151339
Antofagasta;MEJILLONES;NO ENROLADO;MANZANA A SITIO 5-A COMUNA MEJILLONES;1779;ARRENDAMIENTO;2-posible;Norte (gruesa);3558;151339
Antofagasta;SAN PEDRO DE ATACAMA;3515-139;LOTE 3 AYLLO DE CONDE DUQUE COMUNA SAN PEDRO DE ATACAMA;1184;ARRENDAMIENTO;2-posible;Norte (gruesa);3552;151083
Tarapacá;POZO ALMONTE;PREASIGNADO;CALLE ALDUNATE SIN NUMERO COMUNA POZO ALMONTE;1766;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);3532;150233
Metropolitana;LA FLORIDA;833-60;ANCUD 8638 COMUNA LA FLORIDA;252;ARRENDAMIENTO;2-posible;Centro (ref. mercado);3528;150063
Metropolitana;NUNOA;6407-203;CATORCE 1368 COMUNA NUNOA;84;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3527;150020
Metropolitana;PENALOLEN;9005-336;JOSE ARRIETA 8453 LOTE 43 COMUNA PENALOLEN;220;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);3520;149722
Metropolitana;SAN JOAQUIN;5011-1;PASAJE ROGEL RETES 301 COMUNA SAN JOAQUIN;203;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3451;146787
Antofagasta;SAN PEDRO DE ATACAMA;4504-12;MANZANA E SITIO 18 LOTEO VILLA ALTO MIRADOR COMUNA SAN PEDRO DE ATACAMA;1128;ARRENDAMIENTO;2-posible;Norte (gruesa);3384;143938
Metropolitana;EL BOSQUE;5723-1;CAMINO LAS PARCELAS 1753 COMUNA EL BOSQUE;373;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3361;142959
Metropolitana;SANTIAGO;109-726;HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 COMUNA SANTIAGO;96;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3360;142917
Metropolitana;RECOLETA;6048-26;COBRE 3672 COMUNA RECOLETA;167;ARRENDAMIENTO;2-posible;Centro (ref. mercado);3344;142236
Antofagasta;ANTOFAGASTA;1730-9;PASAJE OLLAGUE CON CALLE ELQUI COMUNA ANTOFAGASTA;836;CONCESION GRATUITA;2-posible;Norte (gruesa);3344;142236
Valparaíso;QUILPUE;791-6;BASSO NUMERO DOS 562 COMUNA QUILPUE;276;ARRENDAMIENTO;2-posible;Centro (ref. mercado);3312;140875
Biobío;CONCEPCION;143-0001;SAN MARTIN 1201 COMUNA CONCEPCION;184;..;1-disponible/recuperable;Centro (ref. mercado);3310;140790
Antofagasta;ANTOFAGASTA;1790-5;PASAJE LA UNION 1105 COMUNA ANTOFAGASTA;827;CONCESION GRATUITA;2-posible;Norte (gruesa);3308;140705
Antofagasta;SAN PEDRO DE ATACAMA;3748-17;CALLE PEDRO LAGOS PUEBLO DE CAMAR COMUNA SAN PEDRO DE ATACAMA;1100;CONCESION GRATUITA;2-posible;Norte (gruesa);3300;140365
Metropolitana;CERRILLOS;163-31;LAS TINAJAS 7492 COMUNA CERRILLOS;273;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3272;139174
Metropolitana;NUNOA;17-68;IRARRAZAVAL 1628 DEPARTAMENTO 92 COMUNA NUNOA;78;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3263;138791
Metropolitana;SAN RAMON;652-30;INDEPENDENCIA 9244 COMUNA SAN RAMON;360;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);3240;137813
Metropolitana;SAN MIGUEL;6356-50;JOSE READY 6236 COMUNA SAN MIGUEL;147;ARRENDAMIENTO;2-posible;Centro (ref. mercado);3234;137557
Metropolitana;MAIPU;54-14;5 DE ABRIL ALTURA 447 LOTE Z-1 COMUNA MAIPU;231;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3229;137345
Valparaíso;QUILPUE;348-75;EL COBRE SIN NUMERO COMUNA QUILPUE;268;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3221;137004
Antofagasta;SIERRA GORDA;6101-8;AL NOROESTE DE LA LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;3200;CONCESION GRATUITA;2-posible;Norte (gruesa);3200;136111
Antofagasta;MEJILLONES;5127-1;LOCALIDAD DE MICHILLA COMUNA MEJILLONES;1598;CONCESION GRATUITA;2-posible;Norte (gruesa);3196;135941
Tarapacá;ALTO HOSPICIO;PREASIGNADO;LOS ARENEROS SIN NUMERO MANZANA C LOTE 10 COMUNA ALTO HOSPICIO;799;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);3196;135941
Antofagasta;ANTOFAGASTA;563-21;LOTE 1 AVELINO CONTARDO ENTRE GUACOLDA Y LAS BRISAS VILLA ESMERALDA COMUNA ANTOFAGASTA;791;CONCESION GRATUITA;2-posible;Norte (gruesa);3164;134580
Tarapacá;ALTO HOSPICIO;PREASIGNADO;PASAJE PUBLICO SIN NUEMRO COMUNA ALTO HOSPICIO;787;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);3148;133899
Antofagasta;MEJILLONES;5128-4;LOCALIDAD DE MICHILLA SIN NUMERO COMUNA MEJILLONES;1571;CONCESION GRATUITA;2-posible;Norte (gruesa);3142;133644
Antofagasta;SAN PEDRO DE ATACAMA;3515-166;AYLLO CONDE DUQUE COMUNA SAN PEDRO DE ATACAMA;1043;ARRENDAMIENTO;2-posible;Norte (gruesa);3129;133091
Biobío;TALCAHUANO;104-12;COLON 1194 AL 1198 ESQUINA RIQUELME COMUNA TALCAHUANO;260;..;1-disponible/recuperable;Centro (ref. mercado);3118;132623
Metropolitana;SANTIAGO;503-18;JOSE SANTIAGO MONTT 258 COMUNA SANTIAGO;89;ARRENDAMIENTO;2-posible;Centro (ref. mercado);3115;132496
Antofagasta;SIERRA GORDA;6430-1;CALLE ELEUTERIO RAMIREZ COMUNA SIERRA GORDA;3109;CONCESION GRATUITA;2-posible;Norte (gruesa);3109;132240
Biobío;PENCO;SIN ROL;COSTANERA SITIO 1 COMUNA PENCO;381;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3049;129688
Antofagasta;CALAMA;3301-716;PUEBLO DE LASANA COMUNA CALAMA;1012;CONCESION GRATUITA;2-posible;Norte (gruesa);3036;129135
Metropolitana;PROVIDENCIA;2709-17;ROMAN DIAZ 1061 DEPARTAMENTO 22 COMUNA PROVIDENCIA;55;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3031;128923
Metropolitana;LA FLORIDA;1338-4;REAL MADRID 1758 COMUNA LA FLORIDA;216;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);3024;128625
Antofagasta;CALAMA;6075-4;SITIO 4 MANZANA D EL VERGEL COMUNA CALAMA;1002;ARRENDAMIENTO;2-posible;Norte (gruesa);3006;127859
Antofagasta;SAN PEDRO DE ATACAMA;3510-150;CALLEJON FLORES AYLLO DE QUITOR COMUNA SAN PEDRO DE ATACAMA;1000;ARRENDAMIENTO;2-posible;Norte (gruesa);3000;127604
Antofagasta;SAN PEDRO DE ATACAMA;4306-13;SITIO 13 MANZANA G SECTOR ADUANA COMUNA SAN PEDRO DE ATACAMA;1000;ARRENDAMIENTO;2-posible;Norte (gruesa);3000;127604
Antofagasta;CALAMA;1240-42;SITIO 9 AVENIDA TENIENTE MERINO VILLA LOS SALARES POBLACION EDUARDO FREI COMUNA CALAMA;992;CONCESION GRATUITA;2-posible;Norte (gruesa);2976;126583
Antofagasta;ANTOFAGASTA;1000-21;COVADONGA NUEVA 851-871 MANZANA 1000 SITIO 21 COMUNA ANTOFAGASTA;742;CONCESION GRATUITA;2-posible;Norte (gruesa);2968;126243
Metropolitana;SANTIAGO;126-373;SAN ANTONIO 378 DEPARTAMENTO 403 COMUNA SANTIAGO;84;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2944;125222
Tarapacá;ALTO HOSPICIO;PREASIGNADO;ESQUINA PASAJE 8 Y CALLE 7 COMUNA ALTO HOSPICIO;732;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);2928;124542
Metropolitana;PENALOLEN;7089-22;CHOLOS 6948 MANZANA 021 SITIO 0024 COMUNA PENALOLEN;182;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2918;124116
Antofagasta;SIERRA GORDA;6101-7;LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;2900;CONCESION GRATUITA;2-posible;Norte (gruesa);2900;123351
Metropolitana;SAN JOAQUIN;105-4;SANTA ELENA 2213 COMUNA SAN JOAQUIN;170;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2890;122925
Valparaíso;QUILPUE;3355-89;LOS CLAVELES 185 LOTE 42 COMUNA QUILPUE;240;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);2880;122500
Metropolitana;RENCA;661-21;DOMINGO SANTA MARIA 3278 LOTE 407 DOMINGO SANTA MARIA 3286 LOTE 406 COMUNA RENCA;288;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2880;122500
Metropolitana;PENALOLEN;9109-10;MAR ADRIATICO 5314 COMUNA PENALOLEN;180;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2880;122500
Valparaíso;SAN ANTONIO;725-1;BLANCO ENCALADA SIN NUMERO MANZANA F SITIO 2 COMUNA SAN ANTONIO;359;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2870;122075
Metropolitana;RENCA;"546-1; 546-2; 546-3";ARTURO PRAT 4899 COMUNA RENCA;286;..;1-disponible/recuperable;Centro (ref. mercado);2860;121649
Metropolitana;ESTACION CENTRAL;594-42;OBISPO JAVIER VASQUEZ 3985 COMUNA ESTACION CENTRAL;158;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);2844;120969
Valparaíso;QUILPUE;34-41;VENECIA 2114 COMUNA QUILPUE;236;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2832;120458
Metropolitana;PUDAHUEL;2596-58;DIAGONAL PONIENTE 9129 COMUNA PUDAHUEL;354;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2832;120458
Valparaíso;VINA DEL MAR;1437-5;ELQUI 7O POBLACION BUENOS AMIGOS COMUNA VINA DEL MAR;112;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2800;119097
Tarapacá;POZO ALMONTE;PREASIGNADO;CALLE PROYECTADA SIN NUMERO COMUNA POZO ALMONTE;1400;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);2800;119097
Metropolitana;LO PRADO;3335-15;JOHN ADAMS COMUNA LO PRADO;279;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2790;118672
Metropolitana;SAN JOAQUIN;4721-9;CARMELA CARVAJAL 180 COMUNA SAN JOAQUIN;163;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2776;118076
Metropolitana;INDEPENDENCIA;648-90;CARLOTA MILCHER 912 COMUNA INDEPENDENCIA;126;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2772;117906
Antofagasta;CALAMA;3301-713;LOCALIDAD DE CHIU-CHIU COMUNA CALAMA;923;CONCESION GRATUITA;2-posible;Norte (gruesa);2769;117779
Antofagasta;TOCOPILLA;248-001;PLACILLA SUR 1205 MANZANA 122 SITIO 20 COMUNA TOCOPILLA;1380;CONCESION GRATUITA;2-posible;Norte (gruesa);2760;117396
Metropolitana;INDEPENDENCIA;2148-23;LUIS ENRIQUE MONTT 1121 LOTE 16 COMUNA INDEPENDENCIA;125;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2749;116928
Metropolitana;LA FLORIDA;27957-25;PUERTO EDEN COMUNA LA FLORIDA;196;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2743;116673
Metropolitana;PENALOLEN;9369-6;PASAJE A CON PASAJE M COMUNA PENALOLEN;171;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2736;116375
Metropolitana;RECOLETA;3071-21;ALBANO 2151 COMUNA RECOLETA;137;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2732;116205
Metropolitana;LA CISTERNA;2031-2;PAULINA 8515 COMUNA LA CISTERNA;170;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2720;115694
Biobío;CONCEPCION;570-25;TUCAPEL 1252 COMUNA CONCEPCION;151;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2714;115439
Metropolitana;SAN MIGUEL;3542-14;MONTECARMELO 734 COMUNA SAN MIGUEL;123;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2697;114716
Antofagasta;MEJILLONES;601-12;MANZANA A SITIO 12 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES;1340;ARRENDAMIENTO;2-posible;Norte (gruesa);2680;113993
Metropolitana;QUINTA NORMAL;4935-4;PLATON 5055 COMUNA QUINTA NORMAL;167;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2672;113653
Valparaíso;QUINTERO;110-21;LUIS ORIONE 626 LOTE C COMUNA QUINTERO;333;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2666;113398
Valparaíso;VILLA ALEMANA;SIN ROL;STRAUSS SIN NUMERO COMUNA VILLA ALEMANA;296;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2666;113398
Metropolitana;SANTIAGO;291-44;MATURANA 428 DEPARTAMENTO B COMUNA SANTIAGO;76;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2651;112760
Antofagasta;ANTOFAGASTA;448-6;EDUARDO ORCHARD LOTE E POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA;660;CONCESION GRATUITA;2-posible;Norte (gruesa);2640;112292
Valparaíso;CARTAGENA;877-14;CRESCENTE ERRAZURIZ 1126-B COMUNA CARTAGENA;524;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2618;111356
Antofagasta;SAN PEDRO DE ATACAMA;3471-12;SITIO 64-D COMUNA SAN PEDRO DE ATACAMA;869;CONCESION GRATUITA;2-posible;Norte (gruesa);2607;110888
Antofagasta;ANTOFAGASTA;325-9;CALLE HOMERO AVILA SILVA 950 COMUNA ANTOFAGASTA;649;ARRENDAMIENTO;2-posible;Norte (gruesa);2596;110420
Metropolitana;MACUL;7263-80;PASAJE LOS PEATONES 20 2757 SITIO 472 COMUNA MACUL;144;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2592;110250
Metropolitana;PENALOLEN;5581-6;PASAJE 142 6573 COMUNA PENALOLEN;162;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2592;110250
Antofagasta;SAN PEDRO DE ATACAMA;3545-387;SITIO 15 MANZANA I VILLA SOLOR COMUNA SAN PEDRO DE ATACAMA;864;ARRENDAMIENTO;2-posible;Norte (gruesa);2592;110250
Antofagasta;CALAMA;6080-5;SITIO 1 MANZANA C EL VERGEL COMUNA CALAMA;858;ARRENDAMIENTO;2-posible;Norte (gruesa);2574;109484
Biobío;CONCEPCION;177-5;ANIBAL PINTO 442 ENTREPISO LOTE 103 Y LOTE 1 COMUNA CONCEPCION;142;..;1-disponible/recuperable;Centro (ref. mercado);2562;108974
Valparaíso;VILLA ALEMANA;800-204;CRISOL NUMERO 120 COMUNA VILLA ALEMANA;284;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2559;108846
Antofagasta;ANTOFAGASTA;5712-9;TRAVESIA DEL MIRADOR JARDINES DEL SUR COMUNA ANTOFAGASTA;637;CONCESION GRATUITA;2-posible;Norte (gruesa);2548;108379
Antofagasta;MEJILLONES;608-7;MANZANA H SITIO 7 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES;1271;ARRENDAMIENTO;2-posible;Norte (gruesa);2542;108123
Antofagasta;MEJILLONES;608-4;MANZANA H SITIO 4 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES;1271;ARRENDAMIENTO;2-posible;Norte (gruesa);2542;108123
Valparaíso;SAN ANTONIO;8018-28;SAN PEDRO SIN NUMERO MANZANA C SITIO 5 COMUNA SAN ANTONIO;315;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2522;107273
Antofagasta;SAN PEDRO DE ATACAMA;3545-395;SITIO 7 MANZANA G AYLLO DE SOLOR COMUNA SAN PEDRO DE ATACAMA;836;ARRENDAMIENTO;2-posible;Norte (gruesa);2508;106677
Antofagasta;SAN PEDRO DE ATACAMA;3545-392;MANZANA G SITO 4 AYLLO DE SOLOR COMUNA SAN PEDRO DE ATACAMA;827;ARRENDAMIENTO;2-posible;Norte (gruesa);2481;105529
Antofagasta;SAN PEDRO DE ATACAMA;3545-358;SITIO 10 MANZANA E VILLA SOLOR COMUNA SAN PEDRO DE ATACAMA;820;ARRENDAMIENTO;2-posible;Norte (gruesa);2460;104635
Metropolitana;COLINA;698-94;COQUIMBO LA MONTANA LO PINTO SITIO 87 COMUNA COLINA;307;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2459;104593
Antofagasta;ANTOFAGASTA;1037-5;LOTE A CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA;614;CONCESION GRATUITA;2-posible;Norte (gruesa);2456;104465
Metropolitana;RENCA;1396-1;SANTA EMILIA 7371 COMUNA RENCA;245;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2449;104168
Antofagasta;SAN PEDRO DE ATACAMA;3545-368;MANZANA H SITIO 8 AYLLO DE SOLOR COMUNA SAN PEDRO DE ATACAMA;816;ARRENDAMIENTO;2-posible;Norte (gruesa);2448;104125
Antofagasta;MEJILLONES;601-5;MANZANA A SITIO 5 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES;1219;ARRENDAMIENTO;2-posible;Norte (gruesa);2438;103700
Antofagasta;SAN PEDRO DE ATACAMA;3545-363;SITIO 3 MANZANA H VILLA SOLOR COMUNA SAN PEDRO DE ATACAMA;806;ARRENDAMIENTO;2-posible;Norte (gruesa);2418;102849
Valparaíso;VALPARAISO;1258-1;PORVENIR 762 COMUNA VALPARAISO;161;ARRENDAMIENTO;2-posible;Centro (ref. mercado);2412;102594
Antofagasta;SAN PEDRO DE ATACAMA;3545-320;MANZANA A SITIO 1 AYLLO DE SOLOR COMUNA SAN PEDRO DE ATACAMA;804;ARRENDAMIENTO;2-posible;Norte (gruesa);2412;102594
Antofagasta;SAN PEDRO DE ATACAMA;3545-391;MANZANA G SITIO 3 AYLLO DE SOLOR COMUNA SAN PEDRO DE ATACAMA;802;ARRENDAMIENTO;2-posible;Norte (gruesa);2406;102339
Metropolitana;PUDAHUEL;607-68;LOS MARES 8525 COMUNA PUDAHUEL;301;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2404;102254
Tarapacá;ALTO HOSPICIO;PREASIGNADO;AVENIDA LAS PARCELAS 2951 COMUNA ALTO HOSPICIO;601;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);2404;102254
Metropolitana;PUDAHUEL;383-2;MAR DEL JAPON 210 COMUNA PUDAHUEL;300;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);2400;102083
Antofagasta;SAN PEDRO DE ATACAMA;3545-362;SITIO 2 MANZANA H VILLA SOLOR COMUNA SAN PEDRO DE ATACAMA;798;ARRENDAMIENTO;2-posible;Norte (gruesa);2394;101828
