REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;VALOR_UF;VALOR_USD
"13- REGION METROPOLITANA";"SAN BERNARDO";"5510-439";"PORTALES LOTE 7 COMUNA SAN BERNARDO";"653";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3917";"166609"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"8220-18";"CHILE 170 MANZANA 100 SITIO 868 COMUNA SAN ANTONIO";"489";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3908";"166226"
"13- REGION METROPOLITANA";"NUNOA";"6308-5";"ARISTOTELES 911 CASA 5 COMUNA NUNOA";"92";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3864";"164354"
"13- REGION METROPOLITANA";"SANTIAGO";"223-81";"ESMERALDA E ISMAEL VALDES VERGARA 675 - 654 DEPARTAMENTO 62 COMUNA SANTIAGO";"110";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3850";"163759"
"05- REGION DE VALPARAÍSO";"QUILPUE";"348-45";"EL COBRE 285 COMUNA QUILPUE";"320";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3839";"163291"
"05- REGION DE VALPARAÍSO";"QUINTERO";"206-13";"IGNACIO CARRERA PINTO 764 MANZANA 21 LOTE 13 COMUNA QUINTERO";"476";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3808";"161972"
"05- REGION DE VALPARAÍSO";"QUILPUE";"351-24";"ZENTENO 790 CASI ESQUINA BLANCO LOCAL NUMERO 1 COMUNA QUILPUE";"317";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3802";"161717"
"13- REGION METROPOLITANA";"CONCHALI";"2434-36";"CARDENAL CARO COMUNA CONCHALI";"315";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3782";"160866"
"13- REGION METROPOLITANA";"ESTACION CENTRAL";"5246-5";"TAITAO 5812 MANZANA 71 LOTE 4 COMUNA ESTACION CENTRAL";"209";"ARRENDAMIENTO";"2-posible";"3762";"160016"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"543-11";"BAQUEDANO 304 COMUNA VILLA ALEMANA";"418";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3758";"159846"
"08- REGION DEL BIOBIO";"CONCEPCION";"651-23";"VICUNA MACKENNA 1130 BARRIO NORTE COMUNA CONCEPCION";"208";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3752";"159590"
"05- REGION DE VALPARAÍSO";"QUILPUE";"3353-29";"LOS NARANJOS 623 LOTE 23 COMUNA QUILPUE";"309";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3712";"157889"
"13- REGION METROPOLITANA";"PUENTE ALTO";"6078-9";"PARQUE DEL ARRAYAN SIN NUMERO COMUNA PUENTE ALTO";"370";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3700";"157379"
"05- REGION DE VALPARAÍSO";"QUILPUE";"3624-33";"MARGA MARGA 2204 LOTE 28-1 COMUNA QUILPUE";"307";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3684";"156698"
"05- REGION DE VALPARAÍSO";"QUILPUE";"3624-35";"MARGA MARGA 2204 LOTE 40205 COMUNA QUILPUE";"306";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3672";"156188"
"05- REGION DE VALPARAÍSO";"QUILPUE";"3353-22";"PLAYA ANCHA 698 COMUNA QUILPUE";"305";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3663";"155805"
"08- REGION DEL BIOBIO";"CORONEL";"165-8";"RUTA 160 TRAMO TRES PINOS -ACCESO NORTE A LOTA LOTE 97-1 ENTRE KM 22552,5 AL 22696,1 COMUNA C";"523";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3661";"155720"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"8008-0009";"ESPANA 1898 COMUNA VALPARAISO";"243";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3644";"154997"
"13- REGION METROPOLITANA";"PROVIDENCIA";"3220-227";"ANTONIO VARAS 1414 DEPARTAMENTO 182 COMUNA PROVIDENCIA";"66";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3629";"154359"
"13- REGION METROPOLITANA";"CERRILLOS";"216-3";"DIVINO MAESTRO 7433 COMUNA CERRILLOS";"300";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3600";"153125"
"13- REGION METROPOLITANA";"PUENTE ALTO";"984-27";"LOS LOROS COMUNA PUENTE ALTO";"359";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3590";"152700"
"13- REGION METROPOLITANA";"RENCA";"435-39";"PASAJE CALETA GUAPI SIN NUMERO COMUNA RENCA";"356";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3560";"151424"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"151-9";"PUENTE AREVALO 834 CASA 4 COMUNA SAN ANTONIO";"445";"ARRENDAMIENTO";"2-posible";"3558";"151339"
"13- REGION METROPOLITANA";"LA FLORIDA";"833-60";"ANCUD 8638 COMUNA LA FLORIDA";"252";"ARRENDAMIENTO";"2-posible";"3528";"150063"
"13- REGION METROPOLITANA";"NUNOA";"6407-203";"CATORCE 1368 COMUNA NUNOA";"84";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3527";"150020"
"13- REGION METROPOLITANA";"PENALOLEN";"9005-336";"JOSE ARRIETA 8453 LOTE 43 COMUNA PENALOLEN";"220";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"3520";"149722"
"05- REGION DE VALPARAÍSO";"QUILPUE";"SIN ROL";"EL PARQUE SIN NUMERO COMUNA QUILPUE";"291";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3494";"148616"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"5011-1";"PASAJE ROGEL RETES 301 COMUNA SAN JOAQUIN";"203";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3451";"146787"
"13- REGION METROPOLITANA";"EL BOSQUE";"5723-1";"CAMINO LAS PARCELAS 1753 COMUNA EL BOSQUE";"373";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3361";"142959"
"13- REGION METROPOLITANA";"SANTIAGO";"109-726";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 COMUNA SANTIAGO";"96";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3360";"142917"
"13- REGION METROPOLITANA";"RECOLETA";"6048-26";"COBRE 3672 COMUNA RECOLETA";"167";"ARRENDAMIENTO";"2-posible";"3344";"142236"
"05- REGION DE VALPARAÍSO";"QUILPUE";"791-6";"BASSO NUMERO DOS 562 COMUNA QUILPUE";"276";"ARRENDAMIENTO";"2-posible";"3312";"140875"
"08- REGION DEL BIOBIO";"CONCEPCION";"143-0001";"SAN MARTIN 1201 COMUNA CONCEPCION";"184";"..";"1-disponible/recuperable";"3310";"140790"
"13- REGION METROPOLITANA";"CERRILLOS";"163-31";"LAS TINAJAS 7492 COMUNA CERRILLOS";"273";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3272";"139174"
"13- REGION METROPOLITANA";"NUNOA";"17-68";"IRARRAZAVAL 1628 DEPARTAMENTO 92 COMUNA NUNOA";"78";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3263";"138791"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"NO TIENE";"LOTE 69 KM 2378,50 AL KM 2428.50 COMUNA QUINTA NORMAL";"203";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3248";"138153"
"13- REGION METROPOLITANA";"SAN RAMON";"652-30";"INDEPENDENCIA 9244 COMUNA SAN RAMON";"360";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"3240";"137813"
"13- REGION METROPOLITANA";"SAN MIGUEL";"6356-50";"JOSE READY 6236 COMUNA SAN MIGUEL";"147";"ARRENDAMIENTO";"2-posible";"3234";"137557"
"13- REGION METROPOLITANA";"MAIPU";"54-14";"5 DE ABRIL ALTURA 447 LOTE Z-1 COMUNA MAIPU";"231";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3229";"137345"
"05- REGION DE VALPARAÍSO";"QUILPUE";"348-75";"EL COBRE SIN NUMERO COMUNA QUILPUE";"268";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3221";"137004"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"8055-5";"BARTOLOME VIVAR SIN NUMERO CERRO LOS PLACERES COMUNA VALPARAISO";"208";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3120";"132708"
"08- REGION DEL BIOBIO";"TALCAHUANO";"104-12";"COLON 1194 AL 1198 ESQUINA RIQUELME COMUNA TALCAHUANO";"260";"..";"1-disponible/recuperable";"3118";"132623"
"13- REGION METROPOLITANA";"SANTIAGO";"503-18";"JOSE SANTIAGO MONTT 258 COMUNA SANTIAGO";"89";"ARRENDAMIENTO";"2-posible";"3115";"132496"
"08- REGION DEL BIOBIO";"PENCO";"SIN ROL";"COSTANERA SITIO 1 COMUNA PENCO";"381";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3049";"129688"
"13- REGION METROPOLITANA";"PROVIDENCIA";"2709-17";"ROMAN DIAZ 1061 DEPARTAMENTO 22 COMUNA PROVIDENCIA";"55";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3031";"128923"
"13- REGION METROPOLITANA";"LA FLORIDA";"1338-4";"REAL MADRID 1758 COMUNA LA FLORIDA";"216";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3024";"128625"
"13- REGION METROPOLITANA";"SANTIAGO";"126-373";"SAN ANTONIO 378 DEPARTAMENTO 403 COMUNA SANTIAGO";"84";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2944";"125222"
"13- REGION METROPOLITANA";"PENALOLEN";"7089-22";"CHOLOS 6948 MANZANA 021 SITIO 0024 COMUNA PENALOLEN";"182";"ARRENDAMIENTO";"2-posible";"2918";"124116"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"105-4";"SANTA ELENA 2213 COMUNA SAN JOAQUIN";"170";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2890";"122925"
"05- REGION DE VALPARAÍSO";"QUILPUE";"3355-89";"LOS CLAVELES 185 LOTE 42 COMUNA QUILPUE";"240";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"2880";"122500"
"13- REGION METROPOLITANA";"RENCA";"661-21";"DOMINGO SANTA MARIA 3278 LOTE 407 DOMINGO SANTA MARIA 3286 LOTE 406 COMUNA RENCA";"288";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2880";"122500"
"13- REGION METROPOLITANA";"PENALOLEN";"9109-10";"MAR ADRIATICO 5314 COMUNA PENALOLEN";"180";"ARRENDAMIENTO";"2-posible";"2880";"122500"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"725-1";"BLANCO ENCALADA SIN NUMERO MANZANA F SITIO 2 COMUNA SAN ANTONIO";"359";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2870";"122075"
"13- REGION METROPOLITANA";"RENCA";"546-1; 546-2; 546-3";"ARTURO PRAT 4899 COMUNA RENCA";"286";"..";"1-disponible/recuperable";"2860";"121649"
"13- REGION METROPOLITANA";"ESTACION CENTRAL";"594-42";"OBISPO JAVIER VASQUEZ 3985 COMUNA ESTACION CENTRAL";"158";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"2844";"120969"
"05- REGION DE VALPARAÍSO";"QUILPUE";"34-41";"VENECIA 2114 COMUNA QUILPUE";"236";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2832";"120458"
"13- REGION METROPOLITANA";"PUDAHUEL";"2596-58";"DIAGONAL PONIENTE 9129 COMUNA PUDAHUEL";"354";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2832";"120458"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"1437-5";"ELQUI 7O POBLACION BUENOS AMIGOS COMUNA VINA DEL MAR";"112";"ARRENDAMIENTO";"2-posible";"2800";"119097"
"13- REGION METROPOLITANA";"LO PRADO";"3335-15";"JOHN ADAMS COMUNA LO PRADO";"279";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2790";"118672"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"4721-9";"CARMELA CARVAJAL 180 COMUNA SAN JOAQUIN";"163";"ARRENDAMIENTO";"2-posible";"2776";"118076"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"648-90";"CARLOTA MILCHER 912 COMUNA INDEPENDENCIA";"126";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2772";"117906"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"2148-23";"LUIS ENRIQUE MONTT 1121 LOTE 16 COMUNA INDEPENDENCIA";"125";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2749";"116928"
"13- REGION METROPOLITANA";"LA FLORIDA";"27957-25";"PUERTO EDEN COMUNA LA FLORIDA";"196";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2743";"116673"
"13- REGION METROPOLITANA";"PENALOLEN";"9369-6";"PASAJE A CON PASAJE M COMUNA PENALOLEN";"171";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2736";"116375"
"13- REGION METROPOLITANA";"RECOLETA";"3071-21";"ALBANO 2151 COMUNA RECOLETA";"137";"ARRENDAMIENTO";"2-posible";"2732";"116205"
"13- REGION METROPOLITANA";"LA CISTERNA";"2031-2";"PAULINA 8515 COMUNA LA CISTERNA";"170";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2720";"115694"
"08- REGION DEL BIOBIO";"CONCEPCION";"570-25";"TUCAPEL 1252 COMUNA CONCEPCION";"151";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2714";"115439"
"13- REGION METROPOLITANA";"SAN MIGUEL";"3542-14";"MONTECARMELO 734 COMUNA SAN MIGUEL";"123";"ARRENDAMIENTO";"2-posible";"2697";"114716"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"4935-4";"PLATON 5055 COMUNA QUINTA NORMAL";"167";"ARRENDAMIENTO";"2-posible";"2672";"113653"
"05- REGION DE VALPARAÍSO";"QUINTERO";"110-21";"LUIS ORIONE 626 LOTE C COMUNA QUINTERO";"333";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2666";"113398"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"STRAUSS SIN NUMERO COMUNA VILLA ALEMANA";"296";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2666";"113398"
"13- REGION METROPOLITANA";"CERRO NAVIA";"2635-25";"LOYOLA 6277 COMUNA CERRO NAVIA";"332";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2656";"112972"
"13- REGION METROPOLITANA";"SANTIAGO";"291-44";"MATURANA 428 DEPARTAMENTO B COMUNA SANTIAGO";"76";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2651";"112760"
"05- REGION DE VALPARAÍSO";"CARTAGENA";"877-14";"CRESCENTE ERRAZURIZ 1126-B COMUNA CARTAGENA";"524";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2618";"111356"
"13- REGION METROPOLITANA";"MACUL";"7263-80";"PASAJE LOS PEATONES 20 2757 SITIO 472 COMUNA MACUL";"144";"ARRENDAMIENTO";"2-posible";"2592";"110250"
"13- REGION METROPOLITANA";"PENALOLEN";"5581-6";"PASAJE 142 6573 COMUNA PENALOLEN";"162";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2592";"110250"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-5";"ANIBAL PINTO 442 ENTREPISO LOTE 103 Y LOTE 1 COMUNA CONCEPCION";"142";"..";"1-disponible/recuperable";"2562";"108974"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"800-204";"CRISOL NUMERO 120 COMUNA VILLA ALEMANA";"284";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2559";"108846"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"8018-28";"SAN PEDRO SIN NUMERO MANZANA C SITIO 5 COMUNA SAN ANTONIO";"315";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2522";"107273"
"13- REGION METROPOLITANA";"CERRO NAVIA";"3287-6";"PASAJE MALAQUITAS 2169 COMUNA CERRO NAVIA";"310";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2482";"105571"
"13- REGION METROPOLITANA";"COLINA";"698-94";"COQUIMBO LA MONTANA LO PINTO SITIO 87 COMUNA COLINA";"307";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2459";"104593"
"13- REGION METROPOLITANA";"RENCA";"1396-1";"SANTA EMILIA 7371 COMUNA RENCA";"245";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2449";"104168"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"1258-1";"PORVENIR 762 COMUNA VALPARAISO";"161";"ARRENDAMIENTO";"2-posible";"2412";"102594"
"13- REGION METROPOLITANA";"PUDAHUEL";"607-68";"LOS MARES 8525 COMUNA PUDAHUEL";"301";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2404";"102254"
"13- REGION METROPOLITANA";"PUDAHUEL";"383-2";"MAR DEL JAPON 210 COMUNA PUDAHUEL";"300";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2400";"102083"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"2823-24";"PATRIA 1836 LOTE 1A, 1B, 1C, 1D, 1E, 1F, 1G Y 1H COMUNA SAN ANTONIO";"296";"..";"1-disponible/recuperable";"2365";"100595"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"4755-45";"SANTA EDELMIRA 6450 COMUNA QUINTA NORMAL";"147";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2346";"99786"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"70-2";"CONCEPCION 1040 COMUNA VILLA ALEMANA";"260";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2342";"99616"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"22-34";"DOS NORTE 17 COMUNA VINA DEL MAR";"93";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2325";"98893"
"13- REGION METROPOLITANA";"SAN BERNARDO";"516-1";"SAN MARTIN 176 COMUNA SAN BERNARDO";"384";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2301";"97872"
"13- REGION METROPOLITANA";"RENCA";"1160-9";"BLANCA VERGARA 1578 COMUNA RENCA";"230";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"2295";"97617"
"08- REGION DEL BIOBIO";"CORONEL";"79-6";"REMIGIO CASTRO 221 COMUNA CORONEL";"327";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2289";"97362"
"13- REGION METROPOLITANA";"LA FLORIDA";"6972-11";"LAS ENCINAS 8317 COMUNA LA FLORIDA";"163";"ARRENDAMIENTO";"2-posible";"2281";"97022"
"13- REGION METROPOLITANA";"RENCA";"116-21";"JOSE MIGUEL INFANTE CLOTARIO BLEST COMUNA RENCA";"228";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2278";"96894"
"13- REGION METROPOLITANA";"SANTIAGO";"2851-57";"PORVENIR 630 DEPARTAMENTO 202 COMUNA SANTIAGO";"65";"ARRENDAMIENTO";"2-posible";"2275";"96767"
"13- REGION METROPOLITANA";"CERRO NAVIA";"2484-9";"GABRIELA MISTRAL 1254 COMUNA CERRO NAVIA";"281";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2246";"95533"
"13- REGION METROPOLITANA";"RENCA";"862-3";"PASAJE ULMO ALTURA 5100 MANZANA N COMUNA RENCA";"224";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"2240";"95278"
"13- REGION METROPOLITANA";"PUDAHUEL";"212-3";"CASTOR 259 COMUNA PUDAHUEL";"279";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2235";"95065"
"13- REGION METROPOLITANA";"PUDAHUEL";"213-3";"ALFA DE LA CRUZ 8564 COMUNA PUDAHUEL";"276";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2206";"93832"
"13- REGION METROPOLITANA";"LA PINTANA";"6045-1";"JOAQUIN EDWARDS BELLO COMUNA LA PINTANA";"314";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"2201";"93619"
"13- REGION METROPOLITANA";"PUENTE ALTO";"572-42";"JUAN ESTAY 038 COMUNA PUENTE ALTO";"220";"ARRENDAMIENTO";"2-posible";"2200";"93576"
"08- REGION DEL BIOBIO";"CONCEPCION";"244-29";"JANEQUEO 696 COMUNA CONCEPCION";"122";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2198";"93491"
"13- REGION METROPOLITANA";"PUDAHUEL";"212-4";"CIGNUS 8575 COMUNA PUDAHUEL";"273";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2184";"92896"
"05- REGION DE VALPARAÍSO";"QUILPUE";"422-4";"LOS CARRERA 1709 LOTE 5 COMUNA QUILPUE";"181";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2167";"92173"
"13- REGION METROPOLITANA";"SAN BERNARDO";"3534-5";"SANTIAGO 0904 COMUNA SAN BERNARDO";"361";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2166";"92130"
"13- REGION METROPOLITANA";"SANTIAGO";"87-87";"AGUSTINAS 1442 DEPARTAMENTO 608 COMUNA SANTIAGO";"61";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"2135";"90812"
"13- REGION METROPOLITANA";"SANTIAGO";"87-95";"AGUSTINAS 1442 DEPARTAMENTO 708 COMUNA SANTIAGO";"61";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"2135";"90812"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"6124-12";"VON MOLTKE 238 COMUNA VALPARAISO";"141";"ARRENDAMIENTO";"2-posible";"2108";"89663"
"08- REGION DEL BIOBIO";"TALCAHUANO";"2008-2";"CALLE RIO GRANDE 25 VILLA INDEPENDENCIA COMUNA TALCAHUANO";"175";"ARRENDAMIENTO";"2-posible";"2101";"89365"
"13- REGION METROPOLITANA";"PENAFLOR";"337-10";"LOTE 57 KM 0.462,60 AL KM 0.483,30 AUTOPISTA SANTIAGO - SAN ANTONIO COMUNA PENAFLOR";"300";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2101";"89365"
"05- REGION DE VALPARAÍSO";"QUILPUE";"422-1";"TRONCAL NUMERO 1710 LOTE 2 COMUNA QUILPUE";"174";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2088";"88813"
"08- REGION DEL BIOBIO";"CORONEL";"44972";"CARRERA 250 SITIO 1 COMUNA CORONEL";"298";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2083";"88600"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"176-18";"EDWARDS 608 DEPARTAMENTO 5 C COMUNA VALPARAISO";"139";"ARRENDAMIENTO";"2-posible";"2079";"88430"
"13- REGION METROPOLITANA";"PADRE HURTADO";"361-21";"LOS MAQUIS 1418 COMUNA PADRE HURTADO";"347";"ARRENDAMIENTO";"2-posible";"2079";"88430"
"13- REGION METROPOLITANA";"SANTIAGO";"87-94";"AGUSTINAS 1442 DEPARTAMENTO 707 COMUNA SANTIAGO";"59";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2065";"87834"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"5146-27";"TRES SIN NUMERO COMUNA VALPARAISO";"135";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2025";"86133"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"3020-8";"JUAN LUIS SANFUENTES 1987 COMUNA SAN ANTONIO";"253";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2021";"85963"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"646-207";"ARLEGUI 160 DEPARTAMENTO 802 COMUNA VINA DEL MAR";"80";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2012";"85580"
"13- REGION METROPOLITANA";"MAIPU";"787-22";"LAS PERDICES 1378 SITIO 86 COMUNA MAIPU";"143";"ARRENDAMIENTO";"2-posible";"2005";"85282"
"13- REGION METROPOLITANA";"PUDAHUEL";"2559-13";"SERRANO 1266 COMUNA PUDAHUEL";"250";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"2000";"85069"
"13- REGION METROPOLITANA";"EL BOSQUE";"15140-3";"LO MARTINEZ 337 COMUNA EL BOSQUE";"222";"ARRENDAMIENTO";"2-posible";"1998";"84984"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"2043-11";"CAJILLA NUMERO 811 Y NUMERO 815 COMUNA VALPARAISO";"133";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1992";"84729"
"13- REGION METROPOLITANA";"ESTACION CENTRAL";"594-43";"OBISPO JAVIER VASQUEZ 3987 COMUNA ESTACION CENTRAL";"110";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"1980";"84219"
"13- REGION METROPOLITANA";"QUILICURA";"35-9";"JOSE FRANCISCO VERGARA 256 266 COMUNA QUILICURA";"198";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1979";"84176"
"08- REGION DEL BIOBIO";"CHIGUAYANTE";"SIN ROL";"BILBAO 2222 LOTE A-4 POBLACION LOS BOLDOS COMUNA CHIGUAYANTE";"197";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1968";"83708"
"13- REGION METROPOLITANA";"SANTIAGO";"210-58";"ROSAS 1190 DEPARTAMENTO 505 COMUNA SANTIAGO";"56";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1960";"83368"
"13- REGION METROPOLITANA";"SANTIAGO";"87-82";"AGUSTINAS 1442 DEPARTAMENTO 603 COMUNA SANTIAGO";"56";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"1960";"83368"
"08- REGION DEL BIOBIO";"HUALPEN";"6056-45";"PATRIA NUEVA 1105 COMUNA HUALPEN";"195";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1946";"82773"
"08- REGION DEL BIOBIO";"CONCEPCION";"927-13";"AINAVILLO 2358 MANZANA LOTE 13 G COMUNA CONCEPCION";"108";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1943";"82645"
"13- REGION METROPOLITANA";"SANTIAGO";"87-83";"AGUSTINAS 1442 DEPARTAMENTO 604 COMUNA SANTIAGO";"55";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"1925";"81879"
